Time,Event Code,Notes
15.055233716964722,1,1
17.55937361717224,5,3
20.073750734329224,5,3
20.86036992073059,3
22.558066844940186,5,0
25.059935569763184,5,7
27.577544927597046,5,7
28.551650047302246,3
30.062323808670044,5,5
32.561060667037964,5,5
33.460511207580566,3
35.054574728012085,5,6
37.5585834980011,5,0
40.06198215484619,5,1
42.56046938896179,5,1
43.57087016105652,3
45.06027626991272,5,3
47.5578134059906,5,3
48.34082651138306,3
50.0746853351593,5,3
50.837318897247314,3
52.550827503204346,5,2
55.04755353927612,5,2
55.77595257759094,3
57.55543923377991,5,0
60.056589126586914,5,0
60.73147463798523,3
62.548354148864746,5,5
65.05934190750122,5,8
67.55850100517273,5,7
70.04961800575256,5,1
72.54728770256042,5,1
73.39594531059265,3
75.05167651176453,5,6
77.55304980278015,5,0
80.05528211593628,5,4
82.55605387687683,5,9
85.05399060249329,5,9
85.90833234786987,3
87.55772924423218,5,8
90.05662393569946,5,0
91.9688835144043,2,1
104.9344711303711,1,2
107.5675220489502,5,1
110.06292223930359,5,1
112.54815936088562,5,2
115.06764912605286,5,8
117.55227208137512,5,2
118.11808753013611,3
120.05556845664978,5,6
122.55225872993469,5,6
125.05658054351807,5,6
125.74645733833313,3
127.54910564422607,5,9
130.05824494361877,5,5
132.5495626926422,5,8
135.06088829040527,5,4
137.55032014846802,5,8
138.2995319366455,3
140.05845856666565,5,5
142.54980993270874,5,1
145.0583999156952,5,2
147.5588972568512,5,3
150.06121683120728,5,2
150.68782830238342,3
152.5575590133667,5,4
155.05716347694397,5,2
155.79064798355103,3
157.56178164482117,5,4
158.18104529380798,3
160.06176590919495,5,0
162.5620195865631,5,0
165.05662989616394,5,0
165.7503604888916,3
167.56781935691833,5,1
170.06997394561768,5,0
170.68512225151062,3
172.55585050582886,5,1
173.20878863334656,3
175.05208253860474,5,5
177.55947709083557,5,5
180.0682234764099,5,5
180.59045362472534,3
181.96338748931885,2,2
196.44137001037598,1,3
199.06374883651733,5,2
201.5660514831543,5,4
204.05895280838013,5,0
206.54844903945923,5,4
207.81170511245728,4
209.0620186328888,5,4
210.28322291374207,3
211.56545853614807,5,1
214.0630588531494,5,8
216.56680750846863,5,3
219.06158304214478,5,1
219.56558275222778,3
221.56206250190735,5,8
224.06625819206238,5,4
226.56757974624634,5,4
227.0697362422943,4
229.0586314201355,5,4
231.5564045906067,5,4
232.19662952423096,3
234.05904269218445,5,5
236.5573925971985,5,1
237.64518570899963,4
239.05849027633667,5,4
240.25137066841125,3
241.54980993270874,5,0
244.0602569580078,5,4
246.5600724220276,5,4
247.32044577598572,3
249.0668761730194,5,3
251.56014728546143,5,8
252.44234538078308,4
254.0648193359375,5,4
256.55896615982056,5,6
259.04555439949036,5,9
261.56721806526184,5,4
262.27643752098083,3
264.0711328983307,5,2
266.5558829307556,5,4
268.3201494216919,4
269.0604016780853,5,7
271.5583975315094,5,2
272.56403827667236,3
273.4645960330963,2,3
