Time,Event Code,Notes
14.991217851638794,1,1
17.603057146072388,5,8
20.205522775650024,5,4
22.692582368850708,5,4
23.207841634750366,3
25.20242929458618,5,9
27.718404531478882,5,9
28.251127004623413,3
30.205090761184692,5,1
32.697630643844604,5,7
35.186044692993164,5,7
35.781224966049194,3
37.70795726776123,5,3
40.186705112457275,5,3
40.71542954444885,3
42.68870496749878,5,1
45.18525815010071,5,5
47.68467354774475,5,2
50.21277332305908,5,2
50.7605402469635,3
52.684863328933716,5,1
55.21175289154053,5,2
57.68275761604309,5,2
58.284199237823486,3
60.21196532249451,5,5
62.683414697647095,5,5
63.27232885360718,3
65.20669102668762,5,7
67.6861321926117,5,6
70.21230387687683,5,4
72.68629956245422,5,3
75.21614289283752,5,5
77.72203302383423,5,0
80.21202325820923,5,0
80.80371451377869,3
82.68409943580627,5,2
85.21867942810059,5,2
85.75175380706787,3
87.682692527771,5,0
90.18751907348633,5,4
92.06741094589233,2,1
103.27531671524048,1,2
105.69503998756409,5,2
108.18491816520691,5,5
110.7117223739624,5,6
113.1844162940979,5,0
115.7113664150238,5,5
118.19084906578064,5,0
118.87360715866089,3
120.71719288825989,5,4
123.21484923362732,5,1
125.68938708305359,5,0
128.18570709228516,5,1
129.1500654220581,3
130.72025966644287,5,9
133.22365951538086,5,6
135.6860330104828,5,2
138.21828055381775,5,6
140.71759510040283,5,0
143.18708610534668,5,0
143.7528932094574,4
145.6900134086609,5,0
146.5319504737854,3
148.19473576545715,5,7
150.6902322769165,5,0
152.11195492744446,3
153.21302270889282,5,4
155.72154927253723,5,0
156.37177991867065,3
158.18536400794983,5,5
160.72651886940002,5,5
163.2113184928894,5,9
165.7130560874939,5,6
168.21915769577026,5,3
170.6853370666504,5,6
173.21139931678772,5,0
175.7150001525879,5,0
178.190687417984,5,0
178.623872756958,3
180.06234216690063,2,2
201.50357055664062,1,3
204.1514368057251,5,1
206.69127893447876,5,5
209.1837010383606,5,9
211.68328142166138,5,3
214.189368724823,5,5
215.37849020957947,3
216.688410282135,5,5
219.18737816810608,5,7
221.69985342025757,5,6
224.18656730651855,5,5
224.99247002601624,3
226.68624353408813,5,6
227.92838883399963,4
229.1832423210144,5,6
230.28195452690125,3
231.68678784370422,5,2
234.1901798248291,5,0
236.68762302398682,5,5
239.1832242012024,5,2
240.18737244606018,3
241.68297600746155,5,7
244.22351479530334,5,8
246.6905074119568,5,0
249.2215530872345,5,7
250.05716848373413,3
251.68678426742554,5,3
254.1930079460144,5,3
256.68491291999817,5,8
259.2176866531372,5,3
259.8738548755646,3
261.6837477684021,5,7
264.183443069458,5,8
265.01126074790955,3
266.6895911693573,5,7
269.183443069458,5,7
271.68383860588074,5,7
272.59600353240967,4
274.19839811325073,5,0
276.69244050979614,5,6
278.56177377700806,2,3
