Time,Event Code,Notes
17.168003797531128,1,1
19.802456855773926,5,7
22.360849380493164,5,0
24.85995316505432,5,0
26.308248281478882,3
27.352527856826782,5,4
29.859148740768433,5,0
30.765242099761963,4
32.369587659835815,5,8
34.861958265304565,5,8
35.73400020599365,3
37.36595058441162,5,6
39.86426115036011,5,6
40.48962140083313,3
42.36489915847778,5,7
44.86824083328247,5,2
47.360496282577515,5,1
49.86536622047424,5,6
52.36303758621216,5,6
52.81727194786072,3
54.86288022994995,5,9
57.36818599700928,5,9
57.86891770362854,3
59.869001388549805,5,7
62.36312484741211,5,5
64.8673505783081,5,9
67.36125755310059,5,9
67.8376235961914,3
69.86345076560974,5,9
70.76866507530212,3
72.37275123596191,5,0
74.86244177818298,5,5
77.36543822288513,5,3
79.85665655136108,5,6
82.35400152206421,5,6
82.84544062614441,3
84.86139607429504,5,1
87.36335706710815,5,2
89.86414003372192,5,2
90.3594982624054,3
92.3647038936615,5,2
93.14978790283203,3
94.27631282806396,2,1
113.1257815361023,1,2
115.79201602935791,5,3
118.36730241775513,5,5
120.86464834213257,5,0
123.37150549888611,5,3
125.86367201805115,5,0
127.37331867218018,3
128.36887431144714,5,3
129.83948159217834,3
130.8623239994049,5,5
133.36640071868896,5,2
135.86206483840942,5,5
136.39736533164978,3
138.37692666053772,5,7
140.87028098106384,5,6
143.3750343322754,5,5
145.87003135681152,5,9
148.36001753807068,5,3
150.86161160469055,5,9
151.437814950943,3
153.3736732006073,5,3
154.33501410484314,3
155.87130308151245,5,6
158.37022399902344,5,9
160.87017178535461,5,1
163.37564182281494,5,5
165.86207246780396,5,1
166.32469272613525,3
168.34752488136292,5,2
170.8724880218506,5,3
173.36970233917236,5,0
175.8703112602234,5,7
178.37254333496094,5,0
178.725079536438,3
180.8601644039154,5,7
182.40202736854553,3
183.34808683395386,5,4
185.86198019981384,5,8
188.35953783988953,5,9
190.27367544174194,2,2
204.58348393440247,1,3
206.96700286865234,5,3
209.37123322486877,5,5
211.87302780151367,5,5
214.3754003047943,5,7
216.87424874305725,5,7
219.35183548927307,5,1
221.860680103302,5,7
222.40651440620422,3
224.34822630882263,5,6
226.85537242889404,5,4
229.34788584709167,5,5
231.87603664398193,5,6
232.3027365207672,3
234.3698010444641,5,7
236.8659007549286,5,3
239.3773238658905,5,2
241.8674283027649,5,7
244.34835529327393,5,4
246.86980938911438,5,9
249.37005972862244,5,7
251.88545966148376,5,7
252.4688060283661,4
254.37262153625488,5,4
256.8785672187805,5,1
259.3672368526459,5,7
261.8621621131897,5,8
264.3614239692688,5,6
266.8626000881195,5,7
267.9897027015686,3
269.3666434288025,5,0
271.8713731765747,5,5
274.3741202354431,5,4
276.8682076931,5,7
279.37093019485474,5,9
281.25142335891724,2,3
