Time,Event Code,Notes
50.96967387199402,1,1
53.36047077178955,5,6
55.76168775558472,5,6
56.55528473854065,3
58.27186465263367,5,0
60.77383589744568,5,0
61.51252365112305,3
63.273876905441284,5,1
65.77573776245117,5,5
68.25943183898926,5,7
70.77384781837463,5,8
73.26651978492737,5,8
73.96042013168335,3
75.77041459083557,5,5
78.27490758895874,5,5
78.99245047569275,3
80.76347541809082,5,5
81.43126368522644,3
83.27465391159058,5,2
85.7738893032074,5,4
88.27511405944824,5,4
88.99577498435974,3
90.77387881278992,5,9
93.26353025436401,5,0
95.77449083328247,5,9
98.26029658317566,5,9
98.83856534957886,3
100.7745304107666,5,7
103.27543187141418,5,6
105.74987077713013,5,6
106.39102625846863,3
108.27282786369324,5,5
110.7734944820404,5,1
113.27343893051147,5,1
113.86978197097778,3
115.77468585968018,5,5
118.26659846305847,5,6
120.78594398498535,5,6
121.41397523880005,3
123.26696276664734,5,6
124.09305620193481,3
125.75008583068848,5,2
127.65364217758179,2,1
137.37155151367188,1,2
139.7754728794098,5,1
142.27138495445251,5,0
144.75347995758057,5,3
147.26515531539917,5,0
148.48301911354065,3
149.7730541229248,5,5
152.27490901947021,5,4
154.76379346847534,5,4
157.27659010887146,5,4
157.82949209213257,3
159.74976587295532,5,8
162.27567315101624,5,5
164.78163814544678,5,8
165.4908504486084,3
167.27084064483643,5,3
169.78141975402832,5,8
170.49807572364807,3
172.27948760986328,5,6
174.77739119529724,5,4
177.27827095985413,5,6
177.83635449409485,3
179.7489767074585,5,4
180.65020298957825,3
182.27371764183044,5,6
182.99285125732422,3
184.7813205718994,5,7
187.2696018218994,5,5
189.7736577987671,5,3
192.2503125667572,5,5
193.37070202827454,3
194.77801203727722,5,9
197.2790083885193,5,1
199.7787582874298,5,9
200.49337601661682,3
202.2816400527954,5,6
204.77174139022827,5,1
207.26989650726318,5,4
209.76851892471313,5,1
210.33069562911987,3
212.25102162361145,5,2
214.15711045265198,2,2
227.30962133407593,1,3
229.76613593101501,5,5
232.26482558250427,5,8
234.77389097213745,5,6
237.28081464767456,5,6
239.77294874191284,5,4
242.27849173545837,5,6
243.141991853714,3
244.75041675567627,5,6
247.272522687912,5,8
249.74899053573608,5,2
252.2579264640808,5,9
254.7866826057434,5,5
257.2728748321533,5,2
258.4485516548157,3
259.78373622894287,5,3
262.2787697315216,5,3
264.74960589408875,5,1
267.27437806129456,5,2
269.7741484642029,5,3
270.3115770816803,3
272.2701985836029,5,1
274.7737944126129,5,9
277.2636568546295,5,8
279.7758798599243,5,8
282.25029397010803,5,0
284.74969124794006,5,9
287.27779603004456,5,8
288.22351455688477,3
289.77651858329773,5,9
292.2498426437378,5,0
294.74896335601807,5,9
297.2821080684662,5,0
299.74897289276123,5,0
301.2369818687439,3
302.28636479377747,5,2
304.2794704437256,2,3
