Time,Event Code,Notes
14.33334732055664,1,1
16.904613494873047,5,4
19.436366319656372,5,6
21.89400291442871,5,5
24.390854120254517,5,9
26.894325017929077,5,0
29.412651777267456,5,0
30.09257411956787,3
31.891654014587402,5,9
34.383259773254395,5,9
34.868916273117065,3
36.89878606796265,5,7
39.39059495925903,5,7
39.899817943573,3
41.89840579032898,5,9
44.40401554107666,5,9
44.86357831954956,3
46.898611545562744,5,2
49.39606857299805,5,2
49.83082151412964,3
51.901400327682495,5,1
54.39635109901428,5,4
56.89226245880127,5,5
59.398425817489624,5,4
61.8988037109375,5,1
64.39648818969727,5,1
64.9645254611969,3
66.90662550926208,5,7
69.39100217819214,5,5
71.90434336662292,5,5
72.28387784957886,3
74.39753484725952,5,8
76.90031051635742,5,8
77.34280204772949,3
79.39042496681213,5,4
81.89460730552673,5,2
84.41155934333801,5,8
86.89789080619812,5,8
87.27463722229004,3
89.39027881622314,5,7
91.2693293094635,2,1
102.21220445632935,1,2
104.83870005607605,5,7
107.39137005805969,5,4
109.89421963691711,5,6
112.40654921531677,5,8
114.89834642410278,5,5
117.39050269126892,5,8
117.81099796295166,3
119.9011001586914,5,8
122.39237141609192,5,8
122.96155619621277,3
124.90745377540588,5,7
127.39027452468872,5,0
129.90381002426147,5,7
130.40336441993713,3
132.39826035499573,5,4
134.89917588233948,5,3
137.38741493225098,5,4
137.96356892585754,3
139.89110779762268,5,5
142.40004086494446,5,6
144.89553332328796,5,8
147.3845992088318,5,6
147.99188876152039,3
149.90282320976257,5,9
152.39827418327332,5,0
154.89882850646973,5,9
155.34133005142212,3
157.3878493309021,5,0
158.6821849346161,3
159.90592980384827,5,4
162.3889079093933,5,2
164.90124940872192,5,4
165.5256004333496,3
167.39772582054138,5,2
169.90135550498962,5,9
172.4021351337433,5,0
174.90690684318542,5,9
175.71864414215088,3
177.39465165138245,5,3
179.30157279968262,2,2
194.97303891181946,1,3
197.3959195613861,5,5
199.902672290802,5,4
202.3983337879181,5,8
204.89656853675842,5,5
206.34697604179382,3
207.3920693397522,5,7
209.92052125930786,5,1
212.39194798469543,5,5
213.83055686950684,3
214.90568828582764,5,1
216.43989205360413,4
217.4009461402893,5,8
219.90143132209778,5,8
222.3995132446289,5,2
224.91520404815674,5,4
227.39872121810913,5,0
229.89580297470093,5,5
232.38286066055298,5,4
233.155757188797,3
234.90385127067566,5,2
237.40695524215698,5,7
239.90053057670593,5,9
242.4025275707245,5,9
244.88281321525574,5,0
247.40066385269165,5,9
248.25505661964417,3
249.89910221099854,5,4
252.40868639945984,5,6
254.91747164726257,5,0
257.3975450992584,5,2
259.8955454826355,5,8
262.39978551864624,5,0
263.5226995944977,3
264.90875577926636,5,5
267.3925075531006,5,5
269.8957269191742,5,2
271.79877948760986,2,3
