Time,Event Code,Notes
14.933119297027588,1,1
17.564234733581543,5,3
20.115705251693726,5,6
22.61937952041626,5,6
23.212695360183716,3
25.111899375915527,5,2
27.62308669090271,5,1
30.13443875312805,5,1
30.607041120529175,3
32.618629693984985,5,2
35.11479830741882,5,1
37.61972403526306,5,1
38.06940698623657,3
40.11370587348938,5,1
40.674272775650024,3
42.6121346950531,5,0
45.10840630531311,5,4
47.605849504470825,5,0
50.11292910575867,5,0
50.61098885536194,3
52.62062048912048,5,1
55.10893511772156,5,8
57.63161110877991,5,0
60.122212409973145,5,0
60.5539014339447,3
62.61622667312622,5,9
65.1155092716217,5,2
67.61432147026062,5,4
70.10427761077881,5,3
72.62075591087341,5,3
73.07234811782837,3
75.11796283721924,5,7
77.61337924003601,5,9
80.12712216377258,5,6
82.61977100372314,5,2
85.10708379745483,5,3
87.61308193206787,5,3
88.183434009552,3
90.1366958618164,5,2
92.01512503623962,2,1
101.26976752281189,1,2
103.67825436592102,5,7
106.11852645874023,5,9
108.65005373954773,5,9
109.27289509773254,4
111.12314963340759,5,9
111.70790123939514,3
113.61808395385742,5,5
116.11496257781982,5,2
118.61411333084106,5,5
119.33664059638977,3
121.12386751174927,5,8
123.61233472824097,5,7
126.12063908576965,5,8
126.64597201347351,3
128.61669516563416,5,2
131.1111662387848,5,8
132.18595337867737,3
133.6066710948944,5,9
136.12204384803772,5,3
138.6081783771515,5,7
141.12614798545837,5,9
143.6090865135193,5,7
145.46971011161804,3
146.11715722084045,5,9
148.60624933242798,5,3
151.13370060920715,5,0
153.61656856536865,5,1
156.11804723739624,5,0
156.65268993377686,3
158.62966895103455,5,6
161.14068698883057,5,1
163.62253665924072,5,1
166.1101381778717,5,5
168.62576508522034,5,1
169.37083411216736,3
171.11015510559082,5,2
173.6198754310608,5,8
176.124094247818,5,2
176.77826023101807,3
178.02624464035034,2,2
190.55505633354187,1,3
193.11530804634094,5,4
195.6186661720276,5,6
198.10334944725037,5,3
200.62205481529236,5,5
203.14574337005615,5,0
205.61203932762146,5,3
208.1146900653839,5,5
210.61132144927979,5,8
213.1225254535675,5,8
215.62476348876953,5,7
218.14115834236145,5,8
219.02799558639526,3
220.62261128425598,5,8
223.11122941970825,5,0
225.6206760406494,5,5
228.10844016075134,5,5
230.60959792137146,5,3
233.12714958190918,5,5
233.90513110160828,3
235.64819860458374,5,5
238.12401580810547,5,0
240.62211418151855,5,2
243.12379956245422,5,9
245.60973858833313,5,0
246.4827527999878,3
248.12735319137573,5,9
250.61931228637695,5,3
253.1317811012268,5,4
255.60245943069458,5,9
258.1242756843567,5,4
260.6227822303772,5,4
261.5210704803467,3
263.1301076412201,5,7
265.6279456615448,5,7
267.5272743701935,2,3
