Time,Event Code,Notes
15.01898980140686,1,1
17.41062879562378,5,9
19.930495977401733,5,3
22.397262573242188,5,5
24.93161702156067,5,5
25.734169483184814,3
27.41649031639099,5,8
29.9179630279541,5,3
32.404200077056885,5,1
34.899080991744995,5,1
35.58466625213623,3
37.39832329750061,5,8
39.91838479042053,5,8
40.41629910469055,3
42.39666533470154,5,7
44.89639711380005,5,7
45.357712268829346,3
47.40988516807556,5,0
49.89552330970764,5,1
52.412015438079834,5,1
52.88936161994934,3
54.91288471221924,5,0
57.3932363986969,5,4
59.89402937889099,5,4
60.61110854148865,3
62.4160053730011,5,7
64.9262638092041,5,7
65.6617591381073,3
67.403085231781,5,7
68.33241653442383,3
69.89686417579651,5,9
72.4027247428894,5,1
74.89482617378235,5,1
75.45772743225098,3
77.39758467674255,5,6
79.95633435249329,5,6
80.35816359519958,3
82.40362620353699,5,1
84.93042850494385,5,7
87.42579913139343,5,4
89.90101289749146,5,4
90.45803570747375,3
91.76944637298584,2,1
103.71230602264404,1,2
106.31314396858215,5,5
108.92364549636841,5,0
111.39687633514404,5,5
112.08805656433105,3
113.89697051048279,5,6
116.3984625339508,5,2
118.92051076889038,5,6
119.67589998245239,3
121.39407420158386,5,8
123.89718747138977,5,6
124.79800176620483,3
126.39497804641724,5,8
127.39886212348938,3
128.89563298225403,5,0
131.4092071056366,5,2
133.93248772621155,5,5
136.40344882011414,5,6
138.89856266975403,5,8
141.3980758190155,5,4
143.89901447296143,5,8
144.61018061637878,3
146.4207878112793,5,7
148.90311789512634,5,3
151.41037464141846,5,0
153.90230202674866,5,3
154.62312626838684,3
156.39542198181152,5,1
158.90002632141113,5,3
159.55769801139832,3
161.4075961112976,5,7
163.90115904808044,5,8
166.39325976371765,5,7
166.7928490638733,3
168.89778304100037,5,8
169.8410930633545,3
171.39543676376343,5,8
173.91053462028503,5,9
176.39560103416443,5,9
178.89411234855652,5,8
179.4306890964508,4
180.78212571144104,2,2
198.18197655677795,1,3
200.83936476707458,5,5
203.39662790298462,5,5
205.90349125862122,5,5
208.4036078453064,5,6
210.89540123939514,5,6
213.40332698822021,5,6
214.25057816505432,4
215.90015578269958,5,6
216.7405285835266,3
218.3940074443817,5,8
220.90571188926697,5,6
221.78308081626892,3
223.40314078330994,5,9
225.90724062919617,5,2
228.40675377845764,5,7
230.93129324913025,5,9
233.4024806022644,5,8
235.904394865036,5,7
236.70675778388977,3
238.40242385864258,5,8
240.89607000350952,5,8
243.39696717262268,5,0
245.89962553977966,5,4
248.3989381790161,5,6
250.90114068984985,5,0
252.0535533428192,3
253.39578557014465,5,0
254.4793131351471,4
255.90371918678284,5,2
258.39978766441345,5,3
260.89430713653564,5,2
263.3970272541046,5,2
265.8953769207001,5,1
268.4143936634064,5,2
268.9942617416382,3
270.9057602882385,5,2
273.3982529640198,5,0
275.27462935447693,2,3
