Time,Event Code,Notes
12.116703510284424,1,1
14.736809253692627,5,4
17.305826663970947,5,7
19.821281671524048,5,8
22.293033361434937,5,8
22.92789888381958,3
24.801130294799805,5,7
27.310960054397583,5,4
29.778038263320923,5,8
32.27715468406677,5,8
33.337960958480835,3
34.776368618011475,5,1
37.281230211257935,5,6
39.80937170982361,5,9
42.29715085029602,5,0
44.782554149627686,5,0
45.24225211143494,3
47.27678728103638,5,7
49.77978277206421,5,7
50.30185055732727,3
52.27571082115173,5,9
54.808807134628296,5,0
57.30840301513672,5,1
59.77510142326355,5,1
60.735567569732666,3
62.27489161491394,5,6
64.77973103523254,5,0
67.27751684188843,5,6
69.7808530330658,5,6
70.7776997089386,3
72.31045150756836,5,6
73.55625438690186,3
74.77563953399658,5,2
77.2827079296112,5,4
79.77519655227661,5,6
82.28022480010986,5,9
84.77978372573853,5,9
85.64095163345337,3
87.27738451957703,5,3
89.15335655212402,2,1
99.7501368522644,1,2
102.27925395965576,5,2
104.8039128780365,5,1
107.27922916412354,5,5
109.77796673774719,5,4
112.28182101249695,5,5
113.01360130310059,3
114.80974841117859,5,1
117.27665972709656,5,0
119.81595802307129,5,7
122.27724123001099,5,0
123.28135800361633,3
124.77675271034241,5,0
127.28981614112854,5,3
129.78078413009644,5,8
132.28077363967896,5,9
134.80806374549866,5,8
135.7516987323761,3
137.27699160575867,5,9
138.8409390449524,3
139.7827970981598,5,9
142.27847576141357,5,7
144.78855228424072,5,9
145.7188355922699,3
147.31147956848145,5,0
149.7816240787506,5,3
152.27862691879272,5,4
154.7804970741272,5,6
157.27759790420532,5,4
157.78216648101807,3
159.77690196037292,5,6
160.78012323379517,3
162.2777714729309,5,0
164.77573919296265,5,6
167.27713561058044,5,6
169.77633571624756,5,0
172.2748031616211,5,2
174.77663612365723,5,9
176.65474724769592,2,2
191.66358375549316,1,3
194.28501749038696,5,5
196.81782984733582,5,9
199.28208899497986,5,3
201.7893421649933,5,5
203.1600058078766,3
204.2831974029541,5,2
206.78342294692993,5,3
208.0996994972229,3
209.29507303237915,5,6
211.77595829963684,5,2
214.28204107284546,5,8
216.78091192245483,5,1
219.28033995628357,5,2
220.12404918670654,3
221.78167843818665,5,3
224.28726863861084,5,8
226.8115258216858,5,2
229.2769751548767,5,2
231.80611157417297,5,7
234.27907633781433,5,5
236.77793908119202,5,2
239.3140606880188,5,3
241.78001880645752,5,5
242.47643661499023,3
244.28122401237488,5,3
246.78155875205994,5,3
247.46911430358887,3
249.27966022491455,5,1
251.78093433380127,5,5
254.27918910980225,5,6
256.7883219718933,5,7
259.28497838974,5,1
260.6610038280487,4
261.78286242485046,5,1
264.2852919101715,5,7
266.77701330184937,5,3
268.6565396785736,2,3
