Time,Event Code,Notes
14.950225830078125,1,1
17.36163902282715,5,1
19.86617112159729,5,5
22.365309476852417,5,5
23.273138999938965,3
24.863351583480835,5,1
27.36693835258484,5,7
29.864160299301147,5,7
30.59303617477417,3
32.36504507064819,5,9
34.86580991744995,5,7
37.361870765686035,5,4
39.86342096328735,5,8
42.355621576309204,5,8
42.944090843200684,3
44.86832523345947,5,8
45.52095413208008,3
47.36739373207092,5,1
49.86776423454285,5,1
50.51840353012085,3
52.36637902259827,5,0
54.86858153343201,5,0
55.61490345001221,3
57.37101435661316,5,5
59.86939811706543,5,5
60.55154609680176,3
62.36996865272522,5,2
64.8558247089386,5,2
65.49392580986023,3
67.36557126045227,5,4
69.86948227882385,5,6
72.36003136634827,5,6
73.08426594734192,3
74.8664219379425,5,4
77.36869502067566,5,1
79.87270522117615,5,4
82.36690306663513,5,4
82.93106269836426,3
84.86439347267151,5,4
85.54717898368835,3
87.38664650917053,5,6
89.85042548179626,5,5
91.73120141029358,2,1
101.48453521728516,1,2
103.86777830123901,5,4
106.37241864204407,5,4
108.87384104728699,5,4
109.61850380897522,3
111.37712669372559,5,7
113.86415123939514,5,5
116.36237406730652,5,2
118.86734008789062,5,9
121.37219429016113,5,2
122.12773609161377,3
123.87029647827148,5,9
125.21422386169434,3
126.3663580417633,5,0
128.86155462265015,5,8
131.36882519721985,5,0
132.08403825759888,3
133.86945152282715,5,9
136.3601734638214,5,4
138.87141370773315,5,9
139.4567129611969,3
141.36534810066223,5,5
143.8661618232727,5,0
144.77511882781982,4
146.36146020889282,5,8
148.86391401290894,5,8
151.35446166992188,5,5
153.87024784088135,5,8
155.3027958869934,3
156.37677335739136,5,8
158.86562728881836,5,5
159.77374386787415,4
161.37392711639404,5,6
163.84818124771118,5,3
166.35622549057007,5,6
167.08872294425964,3
168.8552303314209,5,1
171.35692262649536,5,4
173.8675935268402,5,8
176.35990619659424,5,9
178.2859923839569,2,2
201.1884524822235,1,3
203.823988199234,5,2
206.36386275291443,5,2
208.86568474769592,5,5
211.3697156906128,5,3
213.87367415428162,5,2
215.43712735176086,3
216.34843611717224,5,2
218.87492179870605,5,8
221.3727638721466,5,7
223.84847474098206,5,1
226.36642336845398,5,5
228.8673164844513,5,7
229.55814242362976,3
231.37004971504211,5,9
233.87262415885925,5,3
236.36887860298157,5,7
238.86588215827942,5,4
241.36407566070557,5,3
243.87570667266846,5,8
246.37343668937683,5,9
248.87059497833252,5,8
250.06564378738403,4
251.3715856075287,5,5
253.84802865982056,5,2
256.36754751205444,5,8
258.8816864490509,5,0
261.3768837451935,5,0
263.8715114593506,5,3
266.3477954864502,5,0
266.99888706207275,3
268.8732810020447,5,7
271.3623671531677,5,0
272.617657661438,4
273.87231731414795,5,0
276.34844422340393,5,3
278.2464928627014,2,3
