Time,Event Code,Notes
17.921581506729126,1,1
20.567397117614746,5,6
23.127965688705444,5,2
25.64642357826233,5,9
28.122817516326904,5,1
30.62088441848755,5,1
31.58699059486389,3
33.122798442840576,5,6
35.64395833015442,5,2
38.117921352386475,5,2
39.090118646621704,3
40.642006397247314,5,9
43.121408224105835,5,0
45.64517569541931,5,0
46.5483021736145,3
48.11910629272461,5,2
50.617894411087036,5,2
53.11733603477478,5,8
55.65464544296265,5,5
58.12275838851929,5,4
60.619786500930786,5,4
61.056787729263306,3
63.12377572059631,5,0
65.63729476928711,5,1
68.1196916103363,5,9
70.64949488639832,5,9
71.33380270004272,3
73.1242926120758,5,0
75.64661121368408,5,0
76.28020215034485,3
78.15743732452393,5,7
80.61952137947083,5,5
83.15250706672668,5,5
83.65162444114685,3
85.62147903442383,5,9
88.15187573432922,5,1
90.61880540847778,5,9
93.1286928653717,5,0
95.0254385471344,2,1
108.52547597885132,1,2
111.1195809841156,5,2
113.64718294143677,5,8
116.12278437614441,5,2
117.2731511592865,3
118.62270188331604,5,7
121.12263131141663,5,6
123.6276707649231,5,3
126.15779328346252,5,6
128.64961004257202,5,3
131.12618017196655,5,1
133.6214337348938,5,4
136.11818647384644,5,0
138.6168417930603,5,4
139.9377954006195,3
141.1227719783783,5,9
143.62029480934143,5,1
146.1224822998047,5,2
148.63720726966858,5,6
151.12296295166016,5,4
153.64888167381287,5,2
156.11962008476257,5,2
158.62138104438782,5,2
159.60616779327393,3
161.12097787857056,5,9
163.64712834358215,5,2
165.1116487979889,3
166.12548851966858,5,1
168.61761260032654,5,2
171.1214542388916,5,1
172.3347511291504,3
173.61960363388062,5,7
176.11980271339417,5,7
178.6371726989746,5,7
179.5182604789734,3
181.15279841423035,5,4
183.6533327102661,5,5
185.5578875541687,2,2
229.41547775268555,1,3
232.0559515953064,5,4
234.62508487701416,5,7
237.12449526786804,5,1
239.6195194721222,5,6
242.12839221954346,5,7
244.62729716300964,5,0
247.12531661987305,5,7
249.61742281913757,5,7
250.7870032787323,3
252.129784822464,5,2
254.62551617622375,5,5
257.13098907470703,5,9
259.62214064598083,5,3
262.1258792877197,5,5
264.63142561912537,5,2
267.1258533000946,5,6
269.619149684906,5,9
272.1203966140747,5,2
272.9232017993927,3
274.62796998023987,5,1
277.12312626838684,5,0
279.617390871048,5,2
280.939035654068,3
282.122731924057,5,8
284.6255190372467,5,7
287.11712861061096,5,3
289.61760354042053,5,8
292.12841153144836,5,4
294.6300780773163,5,4
297.1273584365845,5,2
299.62295866012573,5,4
300.1265559196472,3
302.12358498573303,5,8
304.62175464630127,5,4
305.7208318710327,4
306.500803232193,2,3
