pelvis_x,pelvis_y,pelvis_z,L5_x,L5_y,L5_z,L3_x,L3_y,L3_z,T12_x,T12_y,T12_z,T8_x,T8_y,T8_z,neck_x,neck_y,neck_z,head_x,head_y,head_z,shoulderRight_x,shoulderRight_y,shoulderRight_z,upperArmRight_x,upperArmRight_y,upperArmRight_z,forearmRight_x,forearmRight_y,forearmRight_z,handRight_x,handRight_y,handRight_z,shoulderLeft_x,shoulderLeft_y,shoulderLeft_z,upperArmLeft_x,upperArmLeft_y,upperArmLeft_z,forearmLeft_x,forearmLeft_y,forearmLeft_z,handLeft_x,handLeft_y,handLeft_z,upperLegRight_x,upperLegRight_y,upperLegRight_z,lowerLegRight_x,lowerLegRight_y,lowerLegRight_z,footRight_x,footRight_y,footRight_z,toeRight_x,toeRight_y,toeRight_z,upperLegLeft_x,upperLegLeft_y,upperLegLeft_z,lowerLegLeft_x,lowerLegLeft_y,lowerLegLeft_z,footLeft_x,footLeft_y,footLeft_z,toeLeft_x,toeLeft_y,toeLeft_z,vel_x,vel_y,vel_z
3.167435,-3.226026,0.877677,3.166478,-3.226870,0.963670,3.160482,-3.218708,1.055915,3.160149,-3.218468,1.140675,3.160096,-3.218034,1.225340,3.153708,-3.206782,1.342460,3.135609,-3.181077,1.423243,3.178264,-3.197905,1.291048,3.282061,-3.131409,1.268031,3.286357,-3.133471,1.003670,3.324746,-3.102826,0.800135,3.134690,-3.225442,1.291321,3.027386,-3.285910,1.267768,3.020352,-3.274041,1.003727,2.993754,-3.267746,0.796143,3.226505,-3.185978,0.879416,3.257746,-3.209240,0.517680,3.288868,-3.229552,0.092372,3.202125,-3.108187,0.015692,3.108349,-3.266087,0.877291,3.103571,-3.292475,0.514455,3.115963,-3.344032,0.090833,3.021895,-3.226655,0.015915,-0.047268,0.055196,-0.005246
3.166970,-3.225240,0.877542,3.166114,-3.226145,0.963536,3.160193,-3.218172,1.055802,3.159952,-3.218131,1.140562,3.159988,-3.217939,1.225227,3.153682,-3.207089,1.342389,3.135616,-3.181475,1.423208,3.178161,-3.197971,1.290947,3.281740,-3.131044,1.268202,3.286525,-3.132328,1.003846,3.325460,-3.101083,0.800509,3.134686,-3.225668,1.291174,3.027602,-3.286510,1.267582,3.020803,-3.274395,1.003545,2.994451,-3.269230,0.795901,3.225920,-3.185014,0.879242,3.257264,-3.208025,0.517501,3.288593,-3.229112,0.092248,3.201873,-3.107772,0.015521,3.108007,-3.265481,0.877197,3.103257,-3.292378,0.514398,3.116484,-3.343708,0.090776,3.022374,-3.226407,0.015848,-0.047194,0.054439,-0.003873
3.166506,-3.224455,0.877408,3.165750,-3.225421,0.963402,3.159904,-3.217635,1.055689,3.159754,-3.217794,1.140449,3.159879,-3.217843,1.225115,3.153656,-3.207395,1.342318,3.135623,-3.181873,1.423173,3.178058,-3.198037,1.290847,3.281418,-3.130679,1.268372,3.286694,-3.131184,1.004022,3.326175,-3.099341,0.800882,3.134683,-3.225894,1.291027,3.027818,-3.287111,1.267395,3.021255,-3.274750,1.003364,2.995149,-3.270714,0.795660,3.225335,-3.184050,0.879069,3.256782,-3.206811,0.517322,3.288318,-3.228672,0.092123,3.201621,-3.107357,0.015349,3.107666,-3.264875,0.877103,3.102943,-3.292282,0.514342,3.117005,-3.343385,0.090718,3.022852,-3.226158,0.015782,-0.047120,0.053682,-0.002499
3.166033,-3.223720,0.877301,3.165369,-3.224743,0.963295,3.159597,-3.217133,1.055601,3.159537,-3.217477,1.140362,3.159751,-3.217751,1.225027,3.153619,-3.207677,1.342268,3.135633,-3.182217,1.423154,3.177946,-3.198096,1.290774,3.281108,-3.130351,1.268541,3.286733,-3.130042,1.004197,3.326624,-3.097519,0.801244,3.134658,-3.226092,1.290914,3.027975,-3.287620,1.267257,3.021528,-3.275084,1.003230,2.995619,-3.272259,0.795481,3.224755,-3.183158,0.878929,3.256349,-3.205751,0.517184,3.288120,-3.228347,0.092041,3.201440,-3.107065,0.015214,3.107301,-3.264297,0.877031,3.102630,-3.292235,0.514310,3.117377,-3.343136,0.090684,3.023184,-3.225984,0.015728,-0.046751,0.052708,-0.001216
3.165540,-3.223055,0.877234,3.164956,-3.224132,0.963228,3.159258,-3.216678,1.055552,3.159287,-3.217190,1.140311,3.159592,-3.217667,1.224975,3.153561,-3.207925,1.342250,3.135641,-3.182485,1.423156,3.177817,-3.198147,1.290740,3.280814,-3.130084,1.268712,3.286572,-3.128883,1.004373,3.326713,-3.095568,0.801598,3.134598,-3.226250,1.290852,3.028036,-3.287985,1.267186,3.021541,-3.275424,1.003161,2.995774,-3.273933,0.795381,3.224175,-3.182366,0.878833,3.255994,-3.204930,0.517107,3.288047,-3.228215,0.092023,3.201377,-3.106977,0.015135,3.106896,-3.263760,0.876992,3.102310,-3.292279,0.514315,3.117504,-3.343013,0.090685,3.023273,-3.225934,0.015695,-0.045910,0.051447,0.000016
3.165039,-3.222440,0.877194,3.164526,-3.223568,0.963188,3.158902,-3.216258,1.055528,3.159017,-3.216924,1.140286,3.159413,-3.217586,1.224948,3.153493,-3.208149,1.342254,3.135652,-3.182699,1.423175,3.177679,-3.198191,1.290734,3.280532,-3.129853,1.268881,3.286281,-3.127725,1.004549,3.326537,-3.093538,0.801940,3.134516,-3.226380,1.290824,3.028037,-3.288257,1.267164,3.021375,-3.275744,1.003140,2.995701,-3.275668,0.795343,3.223601,-3.181646,0.878771,3.255687,-3.204264,0.517071,3.288051,-3.228199,0.092047,3.201385,-3.107012,0.015093,3.106468,-3.263252,0.876976,3.101989,-3.292373,0.514346,3.117482,-3.342964,0.090710,3.023215,-3.225958,0.015676,-0.044775,0.049968,0.001158
3.164553,-3.221864,0.877173,3.164099,-3.223039,0.963167,3.158545,-3.215861,1.055521,3.158745,-3.216669,1.140278,3.159234,-3.217502,1.224939,3.153433,-3.208345,1.342272,3.135678,-3.182874,1.423205,3.177545,-3.198223,1.290744,3.280255,-3.129624,1.269040,3.285948,-3.126618,1.004714,3.326118,-3.091496,0.802249,3.134433,-3.226490,1.290819,3.028026,-3.288499,1.267182,3.021103,-3.275943,1.003168,2.995432,-3.277325,0.795374,3.223052,-3.180978,0.878733,3.255394,-3.203663,0.517061,3.288053,-3.228179,0.092093,3.201395,-3.107048,0.015065,3.106045,-3.262767,0.876972,3.101691,-3.292435,0.514384,3.117453,-3.342915,0.090745,3.023156,-3.225981,0.015658,-0.043577,0.048260,0.002008
3.164092,-3.221325,0.877173,3.163680,-3.222542,0.963166,3.158192,-3.215486,1.055534,3.158476,-3.216425,1.140289,3.159063,-3.217418,1.224947,3.153391,-3.208521,1.342307,3.135731,-3.183021,1.423251,3.177420,-3.198246,1.290772,3.279984,-3.129393,1.269184,3.285589,-3.125559,1.004868,3.325452,-3.089433,0.802519,3.134358,-3.226588,1.290840,3.028023,-3.288738,1.267249,3.020737,-3.275940,1.003257,2.994960,-3.278898,0.795496,3.222539,-3.180364,0.878725,3.255107,-3.203107,0.517077,3.288030,-3.228113,0.092157,3.201382,-3.107042,0.015046,3.105638,-3.262305,0.876979,3.101428,-3.292425,0.514426,3.117463,-3.342840,0.090790,3.023145,-3.225977,0.015641,-0.042308,0.046154,0.002426
3.163647,-3.220824,0.877191,3.163265,-3.222081,0.963184,3.157839,-3.215135,1.055563,3.158206,-3.216194,1.140317,3.158891,-3.217330,1.224973,3.153357,-3.208669,1.342356,3.135798,-3.183128,1.423310,3.177298,-3.198257,1.290817,3.279719,-3.129163,1.269318,3.285187,-3.124550,1.005011,3.324543,-3.087358,0.802755,3.134281,-3.226667,1.290885,3.028008,-3.288946,1.267357,3.020264,-3.275816,1.003394,2.994292,-3.280393,0.795687,3.222052,-3.179803,0.878742,3.254833,-3.202616,0.517118,3.288005,-3.228044,0.092243,3.201372,-3.107037,0.015042,3.105236,-3.261865,0.876998,3.101186,-3.292384,0.514477,3.117467,-3.342763,0.090845,3.023132,-3.225972,0.015625,-0.040977,0.043820,0.002552
3.163214,-3.220351,0.877216,3.162861,-3.221651,0.963208,3.157494,-3.214804,1.055598,3.157939,-3.215967,1.140350,3.158717,-3.217226,1.225003,3.153313,-3.208766,1.342408,3.135854,-3.183175,1.423367,3.177171,-3.198234,1.290861,3.279451,-3.128908,1.269439,3.284779,-3.123652,1.005142,3.323420,-3.085378,0.802951,3.134196,-3.226707,1.290935,3.027973,-3.289097,1.267475,3.019714,-3.275704,1.003540,2.993475,-3.281691,0.795899,3.221581,-3.179276,0.878768,3.254556,-3.202159,0.517165,3.287977,-3.227978,0.092333,3.201362,-3.107032,0.015043,3.104840,-3.261445,0.877020,3.100955,-3.292347,0.514530,3.117463,-3.342690,0.090903,3.023121,-3.225966,0.015608,-0.039844,0.041754,0.002606
