pelvis_x,pelvis_y,pelvis_z,L5_x,L5_y,L5_z,L3_x,L3_y,L3_z,T12_x,T12_y,T12_z,T8_x,T8_y,T8_z,neck_x,neck_y,neck_z,head_x,head_y,head_z,shoulderRight_x,shoulderRight_y,shoulderRight_z,upperArmRight_x,upperArmRight_y,upperArmRight_z,forearmRight_x,forearmRight_y,forearmRight_z,handRight_x,handRight_y,handRight_z,shoulderLeft_x,shoulderLeft_y,shoulderLeft_z,upperArmLeft_x,upperArmLeft_y,upperArmLeft_z,forearmLeft_x,forearmLeft_y,forearmLeft_z,handLeft_x,handLeft_y,handLeft_z,upperLegRight_x,upperLegRight_y,upperLegRight_z,lowerLegRight_x,lowerLegRight_y,lowerLegRight_z,footRight_x,footRight_y,footRight_z,toeRight_x,toeRight_y,toeRight_z,upperLegLeft_x,upperLegLeft_y,upperLegLeft_z,lowerLegLeft_x,lowerLegLeft_y,lowerLegLeft_z,footLeft_x,footLeft_y,footLeft_z,toeLeft_x,toeLeft_y,toeLeft_z,vel_x,vel_y,vel_z
0.803753,0.342680,0.871686,0.805622,0.343630,0.957663,0.800519,0.341411,1.050295,0.804644,0.343915,1.134919,0.809629,0.346936,1.219384,0.806108,0.346769,1.337164,0.782989,0.334746,1.419839,0.797452,0.370207,1.285139,0.745815,0.482345,1.263174,0.721819,0.463238,1.000563,0.657171,0.453201,0.801672,0.817836,0.322874,1.285686,0.863309,0.207630,1.266300,0.827023,0.174311,1.006534,0.800800,0.123743,0.805059,0.768605,0.404811,0.872458,0.723390,0.366530,0.513492,0.816600,0.403445,0.098506,0.679433,0.342996,0.021178,0.838938,0.280564,0.872275,0.843104,0.275349,0.508514,0.850803,0.297583,0.082238,0.723595,0.206910,0.018638,0.005035,-0.061275,0.009596
0.802720,0.343190,0.871723,0.804557,0.344119,0.957701,0.799417,0.341884,1.050330,0.803518,0.344357,1.134956,0.808480,0.347345,1.219423,0.804935,0.347117,1.337202,0.781881,0.335039,1.419887,0.796257,0.370598,1.285210,0.744477,0.482685,1.263325,0.721408,0.464862,1.000620,0.658206,0.456943,0.801445,0.816705,0.323291,1.285738,0.862358,0.208136,1.266263,0.826637,0.175702,1.006342,0.801084,0.125856,0.804642,0.767850,0.405465,0.872491,0.726316,0.369159,0.513278,0.816229,0.403187,0.097707,0.678756,0.342675,0.021031,0.837626,0.280931,0.872315,0.840823,0.275710,0.508564,0.851241,0.297865,0.082485,0.723904,0.207340,0.018936,0.000568,-0.056851,0.009636
0.801646,0.343728,0.871760,0.803448,0.344632,0.957738,0.798270,0.342380,1.050365,0.802346,0.344819,1.134993,0.807284,0.347772,1.219463,0.803715,0.347479,1.337241,0.780731,0.335345,1.419935,0.795013,0.371007,1.285282,0.743087,0.483041,1.263481,0.720989,0.466562,1.000676,0.659295,0.460847,0.801204,0.815530,0.323728,1.285791,0.861367,0.208665,1.266222,0.826224,0.177146,1.006140,0.801368,0.128044,0.804208,0.767066,0.406153,0.872526,0.729376,0.371908,0.513054,0.815842,0.402917,0.096872,0.678049,0.342339,0.020879,0.836259,0.281319,0.872352,0.838433,0.276089,0.508614,0.851698,0.298158,0.082742,0.724237,0.207773,0.019245,-0.004034,-0.052193,0.009695
0.800539,0.344288,0.871796,0.802305,0.345165,0.957776,0.797088,0.342893,1.050400,0.801138,0.345297,1.135030,0.806052,0.348214,1.219502,0.802458,0.347855,1.337279,0.779545,0.335661,1.419984,0.793732,0.371430,1.285356,0.741656,0.483412,1.263641,0.720562,0.468321,1.000733,0.660426,0.464880,0.800953,0.814317,0.324180,1.285844,0.860342,0.209210,1.266178,0.825791,0.178631,1.005931,0.801651,0.130291,0.803760,0.766260,0.406867,0.872561,0.732543,0.374752,0.512822,0.815443,0.402637,0.096008,0.677317,0.341992,0.020722,0.834849,0.281723,0.872389,0.835957,0.276483,0.508663,0.852170,0.298461,0.083006,0.724589,0.208209,0.019562,-0.008744,-0.047347,0.009769
0.799406,0.344864,0.871833,0.801136,0.345712,0.957814,0.795879,0.343420,1.050435,0.799902,0.345787,1.135067,0.804792,0.348667,1.219542,0.801173,0.348239,1.337317,0.778334,0.335985,1.420034,0.792422,0.371864,1.285431,0.740194,0.483792,1.263803,0.720130,0.470126,1.000791,0.661588,0.469010,0.800694,0.813078,0.324643,1.285898,0.859293,0.209768,1.266131,0.825343,0.180149,1.005716,0.801933,0.132582,0.803301,0.765437,0.407602,0.872598,0.735790,0.377668,0.512584,0.815035,0.402350,0.095122,0.676566,0.341637,0.020563,0.833406,0.282139,0.872425,0.833416,0.276889,0.508712,0.852654,0.298772,0.083275,0.724955,0.208647,0.019885,-0.013534,-0.042361,0.009855
0.798257,0.345450,0.871870,0.799949,0.346268,0.957851,0.794651,0.343955,1.050470,0.798649,0.346285,1.135104,0.803514,0.349127,1.219581,0.799869,0.348629,1.337356,0.777105,0.336313,1.420083,0.791093,0.372305,1.285507,0.738711,0.484179,1.263968,0.719695,0.471960,1.000848,0.662772,0.473204,0.800431,0.811821,0.325114,1.285953,0.858228,0.210334,1.266084,0.824884,0.181687,1.005498,0.802215,0.134904,0.802836,0.764602,0.408351,0.872634,0.739090,0.380631,0.512342,0.814621,0.402058,0.094221,0.675804,0.341275,0.020401,0.831941,0.282564,0.872461,0.830832,0.277301,0.508761,0.853146,0.299087,0.083547,0.725330,0.209087,0.020213,-0.018379,-0.037281,0.009948
0.797100,0.346042,0.871906,0.798754,0.346829,0.957889,0.793415,0.344495,1.050504,0.797386,0.346787,1.135141,0.802226,0.349591,1.219621,0.798556,0.349023,1.337394,0.775868,0.336645,1.420133,0.789754,0.372750,1.285583,0.737218,0.484570,1.264133,0.719258,0.473810,1.000906,0.663966,0.477431,0.800164,0.810554,0.325588,1.286007,0.857155,0.210905,1.266035,0.824420,0.183236,1.005278,0.802497,0.137240,0.802368,0.763762,0.409107,0.872671,0.742418,0.383618,0.512098,0.814204,0.401763,0.093313,0.675036,0.340911,0.020238,0.830465,0.282993,0.872496,0.828225,0.277718,0.508809,0.853642,0.299404,0.083821,0.725711,0.209527,0.020542,-0.023250,-0.032154,0.010045
0.795943,0.346635,0.871943,0.797559,0.347391,0.957927,0.792179,0.345035,1.050539,0.796122,0.347290,1.135178,0.800938,0.350054,1.219661,0.797243,0.349416,1.337433,0.774631,0.336976,1.420183,0.788416,0.373195,1.285659,0.735725,0.484961,1.264298,0.718820,0.475660,1.000964,0.665160,0.481658,0.799898,0.809287,0.326063,1.286062,0.856081,0.211476,1.265986,0.823955,0.184785,1.005058,0.802778,0.139577,0.801899,0.762921,0.409862,0.872708,0.745745,0.386605,0.511854,0.813786,0.401468,0.092405,0.674267,0.340546,0.020076,0.828989,0.283421,0.872531,0.825619,0.278134,0.508857,0.854137,0.299722,0.084096,0.726091,0.209967,0.020872,-0.028122,-0.027028,0.010143
0.794794,0.347221,0.871980,0.796373,0.347947,0.957964,0.790952,0.345571,1.050574,0.794869,0.347788,1.135215,0.799660,0.350514,1.219700,0.795940,0.349807,1.337471,0.773402,0.337305,1.420232,0.787087,0.373637,1.285735,0.734242,0.485348,1.264463,0.718385,0.477494,1.001021,0.666344,0.485853,0.799634,0.808030,0.326533,1.286116,0.855016,0.212043,1.265939,0.823496,0.186323,1.004840,0.803060,0.141899,0.801434,0.762086,0.410611,0.872745,0.749045,0.389568,0.511611,0.813372,0.401176,0.091504,0.673505,0.340185,0.019914,0.827524,0.283846,0.872566,0.823035,0.278547,0.508906,0.854629,0.300037,0.084368,0.726467,0.210406,0.021200,-0.032967,-0.021948,0.010236
0.793662,0.347797,0.872017,0.795203,0.348494,0.958002,0.789742,0.346097,1.050609,0.793633,0.348278,1.135252,0.798400,0.350967,1.219740,0.794655,0.350191,1.337509,0.772191,0.337629,1.420281,0.785777,0.374071,1.285810,0.732780,0.485728,1.264625,0.717953,0.479299,1.001079,0.667506,0.489982,0.799375,0.806791,0.326997,1.286170,0.853967,0.212601,1.265892,0.823048,0.187841,1.004625,0.803342,0.144190,0.800976,0.761263,0.411346,0.872781,0.752292,0.392484,0.511373,0.812964,0.400889,0.090618,0.672755,0.339829,0.019754,0.826081,0.284262,0.872602,0.820493,0.278952,0.508955,0.855113,0.300348,0.084637,0.726833,0.210844,0.021523,-0.037757,-0.016961,0.010322
