pelvis_x,pelvis_y,pelvis_z,L5_x,L5_y,L5_z,L3_x,L3_y,L3_z,T12_x,T12_y,T12_z,T8_x,T8_y,T8_z,neck_x,neck_y,neck_z,head_x,head_y,head_z,shoulderRight_x,shoulderRight_y,shoulderRight_z,upperArmRight_x,upperArmRight_y,upperArmRight_z,forearmRight_x,forearmRight_y,forearmRight_z,handRight_x,handRight_y,handRight_z,shoulderLeft_x,shoulderLeft_y,shoulderLeft_z,upperArmLeft_x,upperArmLeft_y,upperArmLeft_z,forearmLeft_x,forearmLeft_y,forearmLeft_z,handLeft_x,handLeft_y,handLeft_z,upperLegRight_x,upperLegRight_y,upperLegRight_z,lowerLegRight_x,lowerLegRight_y,lowerLegRight_z,footRight_x,footRight_y,footRight_z,toeRight_x,toeRight_y,toeRight_z,upperLegLeft_x,upperLegLeft_y,upperLegLeft_z,lowerLegLeft_x,lowerLegLeft_y,lowerLegLeft_z,footLeft_x,footLeft_y,footLeft_z,toeLeft_x,toeLeft_y,toeLeft_z,vel_x,vel_y,vel_z
11.275160,10.951232,0.859775,11.270557,10.942526,0.947366,11.264738,10.931012,1.042849,11.264403,10.931885,1.130815,11.265478,10.935910,1.218590,11.263408,10.933290,1.341507,11.255899,10.917350,1.429701,11.239730,10.944849,1.287318,11.125133,10.990358,1.265546,11.119946,11.012913,1.017457,11.129251,10.993787,0.821243,11.288619,10.923465,1.287687,11.403151,10.875590,1.271309,11.419113,10.875647,1.022657,11.405671,10.839472,0.829106,11.208796,10.979914,0.859314,11.191248,10.980679,0.482435,11.202824,11.036859,0.090979,11.131535,10.906188,0.015290,11.341506,10.922518,0.860562,11.349319,10.945191,0.484035,11.352428,10.960079,0.088693,11.290648,10.822457,0.015918,-0.010516,-0.054755,0.009464
11.275594,10.950449,0.859809,11.271083,10.941926,0.947423,11.265117,10.930378,1.042892,11.264574,10.931113,1.130858,11.265355,10.934898,1.218645,11.262735,10.931859,1.341539,11.254819,10.915587,1.429634,11.239398,10.943703,1.287299,11.124876,10.989363,1.265475,11.119376,11.011411,1.017347,11.128740,10.991604,0.821203,11.288189,10.922121,1.287806,11.402637,10.873994,1.271597,11.419096,10.874363,1.022979,11.403461,10.839787,0.829327,11.209234,10.979134,0.859358,11.190984,10.980216,0.482513,11.202878,11.037180,0.091181,11.131550,10.906489,0.015496,11.341938,10.921734,0.860587,11.349770,10.944780,0.484083,11.352509,10.959799,0.088744,11.290819,10.822401,0.015656,0.001680,-0.055263,0.004861
11.276029,10.949666,0.859844,11.271609,10.941326,0.947479,11.265497,10.929744,1.042936,11.264746,10.930340,1.130902,11.265232,10.933886,1.218701,11.262062,10.930427,1.341571,11.253740,10.913825,1.429568,11.239065,10.942557,1.287281,11.124619,10.988368,1.265404,11.118805,11.009909,1.017238,11.128230,10.989421,0.821163,11.287760,10.920778,1.287926,11.402123,10.872398,1.271886,11.419079,10.873079,1.023301,11.401250,10.840101,0.829549,11.209671,10.978354,0.859402,11.190720,10.979754,0.482591,11.202932,11.037501,0.091382,11.131566,10.906789,0.015702,11.342370,10.920950,0.860611,11.350221,10.944369,0.484132,11.352589,10.959519,0.088794,11.290989,10.822345,0.015393,0.013875,-0.055770,0.000258
11.276320,10.948889,0.859835,11.271976,10.940721,0.947492,11.265735,10.929124,1.042938,11.264803,10.929612,1.130903,11.265035,10.932962,1.218712,11.261387,10.929155,1.341562,11.252702,10.912276,1.429472,11.238688,10.941558,1.287230,11.124317,10.987531,1.265317,11.117948,11.008623,1.017128,11.127068,10.987337,0.821126,11.287286,10.919581,1.287996,11.401551,10.870935,1.272079,11.419053,10.871589,1.023533,11.399532,10.840389,0.829633,11.209958,10.977565,0.859394,11.190568,10.979341,0.482605,11.202989,11.037746,0.091499,11.131579,10.907000,0.015856,11.342665,10.920184,0.860602,11.350531,10.943939,0.484145,11.352634,10.959333,0.088815,11.291108,10.822306,0.015202,0.021896,-0.055273,-0.004574
11.276370,10.948102,0.859770,11.272076,10.940096,0.947443,11.265725,10.928517,1.042884,11.264650,10.928944,1.130848,11.264685,10.932163,1.218663,11.260655,10.928122,1.341494,11.251667,10.911057,1.429338,11.238201,10.940799,1.287138,11.123911,10.986966,1.265211,11.116588,11.007663,1.017019,11.124770,10.985378,0.821093,11.286694,10.918603,1.288001,11.400829,10.869643,1.272143,11.419015,10.869711,1.023648,11.398565,10.840618,0.829515,11.209993,10.976746,0.859310,11.190617,10.979024,0.482523,11.203046,11.037868,0.091481,11.131589,10.907059,0.015929,11.342729,10.919429,0.860554,11.350598,10.943464,0.484115,11.352604,10.959288,0.088802,11.291142,10.822295,0.015114,0.023452,-0.053200,-0.010613
11.276276,10.947321,0.859661,11.272017,10.939467,0.947350,11.265573,10.927923,1.042789,11.264383,10.928320,1.130752,11.264261,10.931450,1.218570,11.259920,10.927248,1.341384,11.250673,10.910051,1.429175,11.237668,10.940186,1.287013,11.123460,10.986559,1.265090,11.114940,11.006919,1.016908,11.121821,10.983518,0.821063,11.286057,10.917772,1.287957,11.400050,10.868484,1.272112,11.418968,10.867626,1.023673,11.398090,10.840821,0.829259,11.209877,10.975918,0.859175,11.190779,10.978757,0.482377,11.203107,11.037914,0.091380,11.131596,10.907028,0.015950,11.342655,10.918692,0.860473,11.350525,10.942970,0.484050,11.352537,10.959338,0.088760,11.291125,10.822300,0.015096,0.020833,-0.050122,-0.016881
11.276183,10.946597,0.859514,11.271966,10.938880,0.947217,11.265457,10.927368,1.042655,11.264178,10.927741,1.130617,11.263932,10.930796,1.218437,11.259346,10.926451,1.341237,11.249878,10.909129,1.428980,11.237237,10.939584,1.286855,11.123093,10.986125,1.264948,11.113365,11.006270,1.016793,11.119022,10.981785,0.821037,11.285554,10.917019,1.287860,11.399432,10.867476,1.271996,11.418911,10.865670,1.023603,11.397825,10.841068,0.828919,11.209760,10.975141,0.859008,11.190898,10.978453,0.482201,11.203180,11.037947,0.091255,11.131604,10.907001,0.015948,11.342586,10.918020,0.860345,11.350476,10.942515,0.483936,11.352512,10.959432,0.088669,11.291107,10.822304,0.015123,0.016729,-0.046747,-0.020676
11.276135,10.945979,0.859311,11.271966,10.938381,0.947027,11.265429,10.926887,1.042466,11.264090,10.927231,1.130427,11.263751,10.930212,1.218249,11.258992,10.925720,1.341037,11.249335,10.908257,1.428732,11.236946,10.938950,1.286646,11.122839,10.985598,1.264771,11.111887,11.005743,1.016668,11.116580,10.980135,0.821032,11.285243,10.916340,1.287689,11.399053,10.866658,1.271771,11.418846,10.863950,1.023411,11.397727,10.841435,0.828478,11.209684,10.974457,0.858797,11.190913,10.978045,0.481989,11.203277,11.037986,0.091113,11.131612,10.907009,0.015926,11.342567,10.917469,0.860150,11.350515,10.942114,0.483751,11.352571,10.959572,0.088508,11.291103,10.822303,0.015206,0.010672,-0.042475,-0.020120
11.276088,10.945418,0.859069,11.271974,10.937924,0.946797,11.265438,10.926445,1.042237,11.264065,10.926766,1.130197,11.263665,10.929687,1.218021,11.258798,10.925066,1.340801,11.248989,10.907468,1.428451,11.236756,10.938326,1.286404,11.122668,10.985045,1.264572,11.110481,11.005311,1.016538,11.114289,10.978612,0.821030,11.285065,10.915738,1.287466,11.398835,10.865991,1.271461,11.418772,10.862359,1.023124,11.397838,10.841846,0.827953,11.209607,10.973823,0.858556,11.190886,10.977598,0.481747,11.203387,11.038012,0.090949,11.131619,10.907020,0.015881,11.342552,10.916982,0.859907,11.350579,10.941751,0.483518,11.352670,10.959756,0.088299,11.291097,10.822300,0.015333,0.003130,-0.037906,-0.017091
11.276061,10.944818,0.858839,11.272016,10.937418,0.946577,11.265503,10.925959,1.042022,11.264120,10.926272,1.129982,11.263686,10.929152,1.217807,11.258754,10.924438,1.340580,11.248835,10.906729,1.428196,11.236697,10.937703,1.286178,11.122622,10.984476,1.264387,11.109426,11.004777,1.016406,11.112331,10.977375,0.820978,11.285027,10.915155,1.287250,11.398774,10.865384,1.271153,11.418677,10.860904,1.022826,11.398004,10.842156,0.827446,11.209558,10.973170,0.858342,11.190849,10.977224,0.481536,11.203478,11.038037,0.090804,11.131626,10.907029,0.015842,11.342549,10.916436,0.859661,11.350647,10.941436,0.483287,11.352760,10.959934,0.088090,11.291093,10.822299,0.015442,-0.001810,-0.035540,-0.014517
