pelvis_x,pelvis_y,pelvis_z,L5_x,L5_y,L5_z,L3_x,L3_y,L3_z,T12_x,T12_y,T12_z,T8_x,T8_y,T8_z,neck_x,neck_y,neck_z,head_x,head_y,head_z,shoulderRight_x,shoulderRight_y,shoulderRight_z,upperArmRight_x,upperArmRight_y,upperArmRight_z,forearmRight_x,forearmRight_y,forearmRight_z,handRight_x,handRight_y,handRight_z,shoulderLeft_x,shoulderLeft_y,shoulderLeft_z,upperArmLeft_x,upperArmLeft_y,upperArmLeft_z,forearmLeft_x,forearmLeft_y,forearmLeft_z,handLeft_x,handLeft_y,handLeft_z,upperLegRight_x,upperLegRight_y,upperLegRight_z,lowerLegRight_x,lowerLegRight_y,lowerLegRight_z,footRight_x,footRight_y,footRight_z,toeRight_x,toeRight_y,toeRight_z,upperLegLeft_x,upperLegLeft_y,upperLegLeft_z,lowerLegLeft_x,lowerLegLeft_y,lowerLegLeft_z,footLeft_x,footLeft_y,footLeft_z,toeLeft_x,toeLeft_y,toeLeft_z,vel_x,vel_y,vel_z
-2.029382,21.925381,1.003192,-2.024813,21.922130,1.107675,-2.021099,21.904149,1.219990,-2.021128,21.897493,1.323735,-2.022573,21.889950,1.427294,-2.022791,21.862472,1.576554,-2.010761,21.790492,1.661385,-2.059650,21.866324,1.509310,-2.233712,21.838264,1.478253,-2.278258,21.876191,1.212663,-2.324408,21.882971,0.940092,-1.985283,21.882441,1.512385,-1.813526,21.929892,1.495132,-1.776363,21.985052,1.231447,-1.736619,21.918391,0.966034,-2.115040,21.911333,1.007384,-2.137980,21.926700,0.574503,-2.156651,21.980355,0.095906,-2.131421,21.794139,0.020841,-1.943639,21.939357,1.000643,-1.870411,21.866434,0.579264,-1.842316,21.961888,0.107596,-1.756926,21.798003,0.025145,-0.003631,0.183188,0.066860
-2.029409,21.925203,1.003427,-2.024946,21.921908,1.107911,-2.021355,21.903940,1.220229,-2.021452,21.897328,1.323976,-2.022953,21.889855,1.427537,-2.023287,21.862500,1.576816,-2.011414,21.790679,1.661786,-2.060121,21.866414,1.509570,-2.234229,21.838878,1.478494,-2.278371,21.877093,1.212898,-2.324189,21.883955,0.940282,-1.985722,21.882314,1.512657,-1.813890,21.929392,1.495314,-1.776832,21.984545,1.231613,-1.737275,21.919348,0.965986,-2.115095,21.911438,1.007540,-2.137644,21.926463,0.574639,-2.156038,21.979935,0.096016,-2.130694,21.793767,0.020876,-1.943639,21.938894,1.000959,-1.871419,21.866682,0.579364,-1.842778,21.961505,0.107634,-1.759548,21.797018,0.025495,-0.002150,0.176056,0.066331
-2.029436,21.925025,1.003668,-2.025082,21.921686,1.108152,-2.021617,21.903732,1.220474,-2.021784,21.897164,1.324222,-2.023343,21.889762,1.427785,-2.023794,21.862533,1.577083,-2.012080,21.790870,1.662193,-2.060602,21.866511,1.509835,-2.234757,21.839509,1.478741,-2.278490,21.878021,1.213139,-2.323964,21.884970,0.940477,-1.986171,21.882188,1.512935,-1.814263,21.928887,1.495501,-1.777312,21.984031,1.231783,-1.737945,21.920327,0.965938,-2.115151,21.911550,1.007699,-2.137298,21.926219,0.574778,-2.155410,21.979506,0.096128,-2.129952,21.793386,0.020912,-1.943639,21.938427,1.001281,-1.872448,21.866936,0.579466,-1.843247,21.961117,0.107674,-1.762223,21.796014,0.025857,-0.000624,0.168792,0.065824
-2.029465,21.924848,1.003913,-2.025221,21.921464,1.108398,-2.021885,21.903524,1.220723,-2.022123,21.897001,1.324472,-2.023740,21.889671,1.428038,-2.024311,21.862569,1.577355,-2.012760,21.791066,1.662606,-2.061093,21.866612,1.510106,-2.235297,21.840155,1.478993,-2.278613,21.878974,1.213386,-2.323734,21.886016,0.940677,-1.986629,21.882064,1.513219,-1.814645,21.928376,1.495691,-1.777802,21.983511,1.231956,-1.738627,21.921325,0.965889,-2.115209,21.911668,1.007861,-2.136945,21.925970,0.574919,-2.154769,21.979069,0.096242,-2.129196,21.792999,0.020947,-1.943640,21.937955,1.001610,-1.873498,21.867198,0.579571,-1.843722,21.960725,0.107716,-1.764948,21.794994,0.026229,0.000944,0.161404,0.065337
-2.029494,21.924672,1.004162,-2.025363,21.921243,1.108648,-2.022158,21.903317,1.220977,-2.022468,21.896839,1.324727,-2.024145,21.889583,1.428296,-2.024838,21.862609,1.577632,-2.013452,21.791265,1.663025,-2.061594,21.866719,1.510381,-2.235847,21.840816,1.479250,-2.278742,21.879950,1.213639,-2.323499,21.887088,0.940881,-1.987096,21.881940,1.513508,-1.815033,21.927861,1.495884,-1.778300,21.982984,1.232133,-1.739320,21.922341,0.965840,-2.115268,21.911791,1.008026,-2.136585,21.925714,0.575063,-2.154117,21.978623,0.096358,-2.128426,21.792604,0.020983,-1.943642,21.937478,1.001945,-1.874566,21.867465,0.579678,-1.844203,21.960329,0.107759,-1.767719,21.793957,0.026612,0.002551,0.153904,0.064869
-2.029524,21.924496,1.004416,-2.025508,21.921021,1.108902,-2.022435,21.903110,1.221234,-2.022818,21.896678,1.324987,-2.024556,21.889496,1.428558,-2.025375,21.862653,1.577913,-2.014155,21.791468,1.663448,-2.062103,21.866830,1.510660,-2.236406,21.841491,1.479512,-2.278875,21.880946,1.213897,-2.323259,21.888184,0.941089,-1.987571,21.881818,1.513802,-1.815429,21.927341,1.496081,-1.778807,21.982453,1.232312,-1.740025,21.923373,0.965790,-2.115328,21.911919,1.008194,-2.136217,21.925453,0.575209,-2.153453,21.978171,0.096476,-2.127644,21.792204,0.021019,-1.943643,21.936998,1.002284,-1.875650,21.867738,0.579786,-1.844690,21.959929,0.107804,-1.770532,21.792907,0.027003,0.004194,0.146300,0.064417
-2.029555,21.924320,1.004673,-2.025655,21.920799,1.109160,-2.022717,21.902903,1.221495,-2.023175,21.896517,1.325249,-2.024974,21.889411,1.428824,-2.025919,21.862700,1.578198,-2.014868,21.791674,1.663876,-2.062620,21.866945,1.510944,-2.236973,21.842177,1.479777,-2.279011,21.881962,1.214159,-2.323016,21.889303,0.941301,-1.988053,21.881697,1.514100,-1.815830,21.926816,1.496281,-1.779321,21.981916,1.232494,-1.740738,21.924420,0.965739,-2.115389,21.912051,1.008364,-2.135844,21.925188,0.575357,-2.152780,21.977712,0.096596,-2.126851,21.791798,0.021054,-1.943645,21.936513,1.002629,-1.876750,21.868015,0.579897,-1.845181,21.959527,0.107849,-1.773383,21.791843,0.027403,0.005870,0.138603,0.063981
-2.029586,21.924145,1.004933,-2.025804,21.920578,1.109420,-2.023002,21.902696,1.221760,-2.023536,21.896358,1.325515,-2.025398,21.889327,1.429092,-2.026470,21.862749,1.578487,-2.015590,21.791883,1.664307,-2.063143,21.867064,1.511231,-2.237548,21.842874,1.480047,-2.279152,21.882994,1.214425,-2.322769,21.890443,0.941515,-1.988542,21.881577,1.514401,-1.816237,21.926288,1.496483,-1.779841,21.981375,1.232678,-1.741461,21.925481,0.965688,-2.115452,21.912187,1.008536,-2.135465,21.924918,0.575507,-2.152097,21.977248,0.096717,-2.126049,21.791387,0.021090,-1.943648,21.936026,1.002978,-1.877864,21.868298,0.580009,-1.845677,21.959121,0.107896,-1.776268,21.790768,0.027810,0.007574,0.130821,0.063559
-2.029618,21.923970,1.005196,-2.025955,21.920356,1.109684,-2.023291,21.902490,1.222027,-2.023901,21.896199,1.325784,-2.025826,21.889245,1.429364,-2.027028,21.862801,1.578778,-2.016320,21.792094,1.664743,-2.063673,21.867186,1.511521,-2.238130,21.843581,1.480319,-2.279296,21.884042,1.214695,-2.322519,21.891599,0.941733,-1.989036,21.881457,1.514706,-1.816649,21.925757,1.496688,-1.780368,21.980829,1.232864,-1.742191,21.926553,0.965637,-2.115515,21.912327,1.008710,-2.135082,21.924645,0.575658,-2.151407,21.976779,0.096839,-2.125237,21.790971,0.021126,-1.943650,21.935535,1.003331,-1.878989,21.868584,0.580123,-1.846177,21.958713,0.107944,-1.779184,21.789682,0.028224,0.009304,0.122965,0.063150
-2.029650,21.923795,1.005461,-2.026107,21.920134,1.109950,-2.023583,21.902284,1.222297,-2.024269,21.896041,1.326056,-2.026259,21.889164,1.429638,-2.027591,21.862855,1.579073,-2.017057,21.792307,1.665181,-2.064207,21.867312,1.511814,-2.238717,21.844296,1.480594,-2.279442,21.885102,1.214968,-2.322266,21.892772,0.941953,-1.989535,21.881338,1.515014,-1.817065,21.925222,1.496894,-1.780899,21.980281,1.233052,-1.742927,21.927636,0.965585,-2.115579,21.912470,1.008885,-2.134694,21.924368,0.575811,-2.150710,21.976305,0.096963,-2.124419,21.790552,0.021161,-1.943653,21.935042,1.003687,-1.880125,21.868874,0.580238,-1.846681,21.958303,0.107992,-1.782125,21.788587,0.028643,0.011056,0.115044,0.062750
