pelvis_x,pelvis_y,pelvis_z,L5_x,L5_y,L5_z,L3_x,L3_y,L3_z,T12_x,T12_y,T12_z,T8_x,T8_y,T8_z,neck_x,neck_y,neck_z,head_x,head_y,head_z,shoulderRight_x,shoulderRight_y,shoulderRight_z,upperArmRight_x,upperArmRight_y,upperArmRight_z,forearmRight_x,forearmRight_y,forearmRight_z,handRight_x,handRight_y,handRight_z,shoulderLeft_x,shoulderLeft_y,shoulderLeft_z,upperArmLeft_x,upperArmLeft_y,upperArmLeft_z,forearmLeft_x,forearmLeft_y,forearmLeft_z,handLeft_x,handLeft_y,handLeft_z,upperLegRight_x,upperLegRight_y,upperLegRight_z,lowerLegRight_x,lowerLegRight_y,lowerLegRight_z,footRight_x,footRight_y,footRight_z,toeRight_x,toeRight_y,toeRight_z,upperLegLeft_x,upperLegLeft_y,upperLegLeft_z,lowerLegLeft_x,lowerLegLeft_y,lowerLegLeft_z,footLeft_x,footLeft_y,footLeft_z,toeLeft_x,toeLeft_y,toeLeft_z,vel_x,vel_y,vel_z
-8.149065,15.134544,0.875437,-8.155764,15.139937,0.965689,-8.144849,15.136523,1.063536,-8.141436,15.132077,1.153331,-8.135849,15.124060,1.242667,-8.114437,15.102472,1.366682,-8.082931,15.085732,1.454761,-8.138184,15.086475,1.310308,-8.208807,14.969787,1.285432,-8.221070,14.964015,1.047478,-8.215087,14.946511,0.818396,-8.109746,15.137713,1.314317,-8.007755,15.229540,1.294615,-8.023807,15.266137,1.059649,-8.018051,15.294037,0.831594,-8.148115,15.059807,0.880528,-8.082109,15.006538,0.506499,-8.105788,14.981293,0.095284,-7.949710,14.942552,0.032110,-8.150058,15.209347,0.870919,-8.075834,15.211139,0.494044,-8.056489,15.206939,0.081161,-7.917751,15.119495,0.026773,-0.049953,0.068485,0.040700
-8.171783,15.150137,0.875429,-8.178461,15.155503,0.965683,-8.167552,15.152155,1.063527,-8.164119,15.147751,1.153320,-8.158508,15.139799,1.242652,-8.137082,15.118393,1.366660,-8.105617,15.101865,1.454722,-8.160678,15.102368,1.310287,-8.230584,14.985902,1.285402,-8.242866,14.980058,1.047453,-8.236875,14.962612,0.818369,-8.132551,15.153505,1.314304,-8.031388,15.245222,1.294603,-8.047499,15.281562,1.059642,-8.041861,15.309231,0.831595,-8.170562,15.075615,0.880506,-8.104475,15.022882,0.506523,-8.128307,14.997121,0.095450,-7.972548,14.958985,0.032159,-8.173045,15.224725,0.870928,-8.099150,15.226406,0.494033,-8.079965,15.221859,0.081198,-7.941628,15.135296,0.026738,-0.048692,0.069890,0.040743
-8.194583,15.165786,0.875422,-8.201241,15.171124,0.965677,-8.190337,15.167843,1.063518,-8.186884,15.163482,1.153308,-8.181249,15.155594,1.242638,-8.159809,15.134372,1.366638,-8.128385,15.118056,1.454682,-8.183253,15.118318,1.310267,-8.252440,15.002075,1.285372,-8.264741,14.996158,1.047429,-8.258742,14.978772,0.818343,-8.155438,15.169353,1.314291,-8.055106,15.260960,1.294592,-8.071277,15.297042,1.059634,-8.065757,15.324480,0.831597,-8.193091,15.091481,0.880483,-8.126921,15.039285,0.506547,-8.150907,15.013004,0.095617,-7.995469,14.975475,0.032209,-8.196115,15.240159,0.870937,-8.122549,15.241727,0.494023,-8.103527,15.236834,0.081235,-7.965590,15.151153,0.026703,-0.047426,0.071299,0.040786
-8.217464,15.181490,0.875414,-8.224101,15.186800,0.965671,-8.213204,15.183586,1.063509,-8.209730,15.179268,1.153297,-8.204071,15.171445,1.242624,-8.182616,15.150406,1.366616,-8.151234,15.134304,1.454642,-8.205909,15.134325,1.310246,-8.274373,15.018305,1.285341,-8.286694,15.012315,1.047405,-8.280687,14.994988,0.818316,-8.178407,15.185257,1.314277,-8.078908,15.276753,1.294581,-8.095139,15.312577,1.059627,-8.089738,15.339782,0.831598,-8.215699,15.107402,0.880461,-8.149447,15.055745,0.506571,-8.173587,15.028942,0.095785,-8.018472,14.992023,0.032259,-8.219267,15.255647,0.870946,-8.146032,15.257103,0.494012,-8.127172,15.251861,0.081273,-7.989637,15.167067,0.026668,-0.046157,0.072714,0.040830
-8.240426,15.197249,0.875407,-8.247041,15.202530,0.965665,-8.236150,15.199384,1.063499,-8.232656,15.195109,1.153286,-8.226973,15.187351,1.242610,-8.205503,15.166496,1.366594,-8.174163,15.150608,1.454602,-8.228644,15.150387,1.310225,-8.296383,15.034592,1.285311,-8.308724,15.028528,1.047380,-8.302708,15.011261,0.818290,-8.201456,15.201216,1.314264,-8.102794,15.292601,1.294569,-8.119084,15.328166,1.059619,-8.113803,15.355138,0.831600,-8.238387,15.123378,0.880439,-8.172052,15.072263,0.506595,-8.196347,15.044934,0.095954,-8.041556,15.008627,0.032308,-8.242500,15.271189,0.870956,-8.169597,15.272532,0.494002,-8.150899,15.266941,0.081311,-8.013769,15.183037,0.026632,-0.044883,0.074132,0.040875
-8.263467,15.213062,0.875400,-8.270061,15.218315,0.965659,-8.259175,15.215236,1.063490,-8.255661,15.211003,1.153274,-8.249954,15.203311,1.242595,-8.228470,15.182641,1.366572,-8.197171,15.166968,1.454561,-8.251458,15.166503,1.310204,-8.318470,15.050934,1.285280,-8.330830,15.044796,1.047356,-8.324805,15.027590,0.818263,-8.224585,15.217230,1.314250,-8.126762,15.308504,1.294558,-8.143112,15.343808,1.059612,-8.137951,15.370547,0.831601,-8.261153,15.139409,0.880416,-8.194735,15.088836,0.506619,-8.219186,15.060981,0.096123,-8.064720,15.025287,0.032358,-8.265813,15.286785,0.870965,-8.193244,15.288014,0.493991,-8.174709,15.282073,0.081348,-8.037983,15.199061,0.026597,-0.043604,0.075555,0.040920
-8.286586,15.228928,0.875392,-8.293159,15.234153,0.965653,-8.282279,15.231141,1.063481,-8.278744,15.226952,1.153263,-8.273013,15.219326,1.242581,-8.251514,15.198841,1.366550,-8.220257,15.183383,1.454521,-8.274349,15.182675,1.310184,-8.340631,15.067331,1.285250,-8.353011,15.061120,1.047331,-8.346977,15.043974,0.818236,-8.247792,15.233298,1.314237,-8.150812,15.324459,1.294547,-8.167223,15.359502,1.059604,-8.162181,15.386007,0.831603,-8.283996,15.155495,0.880393,-8.217496,15.105466,0.506644,-8.242104,15.077080,0.096294,-8.087962,15.042002,0.032408,-8.289206,15.302432,0.870974,-8.216971,15.303549,0.493981,-8.198599,15.297257,0.081386,-8.062280,15.215141,0.026561,-0.042321,0.076983,0.040967
-8.309782,15.244847,0.875385,-8.316334,15.250043,0.965647,-8.305461,15.247099,1.063471,-8.301905,15.242953,1.153251,-8.296149,15.235393,1.242566,-8.274636,15.215094,1.366528,-8.243421,15.199853,1.454481,-8.297317,15.198899,1.310163,-8.362867,15.083783,1.285219,-8.375266,15.077498,1.047306,-8.369224,15.060412,0.818209,-8.271078,15.249419,1.314223,-8.174942,15.340468,1.294535,-8.191413,15.375249,1.059597,-8.186493,15.401519,0.831604,-8.306916,15.171634,0.880371,-8.240332,15.122150,0.506668,-8.265098,15.093233,0.096465,-8.111283,15.058772,0.032458,-8.312677,15.318132,0.870983,-8.240777,15.319136,0.493970,-8.222570,15.312491,0.081424,-8.086658,15.231273,0.026526,-0.041035,0.078414,0.041013
-8.333055,15.260818,0.875377,-8.339586,15.265985,0.965641,-8.328718,15.263109,1.063462,-8.325142,15.259007,1.153240,-8.319362,15.251513,1.242552,-8.297834,15.231401,1.366505,-8.266662,15.216376,1.454440,-8.320361,15.215177,1.310142,-8.385176,15.100288,1.285188,-8.397595,15.093930,1.047281,-8.391543,15.076905,0.818182,-8.294440,15.265592,1.314209,-8.199152,15.356530,1.294524,-8.215684,15.391048,1.059589,-8.210884,15.417083,0.831606,-8.329911,15.187825,0.880348,-8.263245,15.138889,0.506692,-8.288168,15.109437,0.096637,-8.134682,15.075595,0.032508,-8.336225,15.333884,0.870993,-8.264662,15.334774,0.493959,-8.246619,15.327775,0.081462,-8.111116,15.247459,0.026490,-0.039743,0.079850,0.041061
-8.356404,15.276841,0.875370,-8.362914,15.281979,0.965635,-8.352052,15.279171,1.063453,-8.348454,15.275113,1.153229,-8.342650,15.267685,1.242537,-8.321108,15.247760,1.366483,-8.289978,15.232952,1.454400,-8.343479,15.231508,1.310121,-8.407558,15.116847,1.285157,-8.419996,15.110415,1.047256,-8.413935,15.093450,0.818155,-8.317878,15.281818,1.314196,-8.223441,15.372642,1.294512,-8.240034,15.406898,1.059581,-8.235355,15.432696,0.831607,-8.352982,15.204069,0.880325,-8.286231,15.155681,0.506716,-8.311313,15.125692,0.096809,-8.158156,15.092472,0.032559,-8.359850,15.349686,0.871002,-8.288625,15.350462,0.493948,-8.270746,15.343109,0.081500,-8.135654,15.263698,0.026454,-0.038448,0.081290,0.041110
