pelvis_x,pelvis_y,pelvis_z,L5_x,L5_y,L5_z,L3_x,L3_y,L3_z,T12_x,T12_y,T12_z,T8_x,T8_y,T8_z,neck_x,neck_y,neck_z,head_x,head_y,head_z,shoulderRight_x,shoulderRight_y,shoulderRight_z,upperArmRight_x,upperArmRight_y,upperArmRight_z,forearmRight_x,forearmRight_y,forearmRight_z,handRight_x,handRight_y,handRight_z,shoulderLeft_x,shoulderLeft_y,shoulderLeft_z,upperArmLeft_x,upperArmLeft_y,upperArmLeft_z,forearmLeft_x,forearmLeft_y,forearmLeft_z,handLeft_x,handLeft_y,handLeft_z,upperLegRight_x,upperLegRight_y,upperLegRight_z,lowerLegRight_x,lowerLegRight_y,lowerLegRight_z,footRight_x,footRight_y,footRight_z,toeRight_x,toeRight_y,toeRight_z,upperLegLeft_x,upperLegLeft_y,upperLegLeft_z,lowerLegLeft_x,lowerLegLeft_y,lowerLegLeft_z,footLeft_x,footLeft_y,footLeft_z,toeLeft_x,toeLeft_y,toeLeft_z,vel_x,vel_y,vel_z
-11.171951,11.118354,0.874156,-11.178269,11.120445,0.964764,-11.175480,11.116034,1.063671,-11.180554,11.116816,1.153970,-11.185416,11.117323,1.244181,-11.180747,11.110883,1.372219,-11.160106,11.092493,1.457554,-11.198008,11.088662,1.315268,-11.268468,10.972852,1.289738,-11.265976,10.955600,1.021397,-11.278380,10.912530,0.809685,-11.167699,11.138731,1.316682,-11.095608,11.254211,1.294426,-11.052700,11.261255,1.029059,-11.005288,11.275584,0.818400,-11.214392,11.056738,0.872992,-11.220542,11.053225,0.487320,-11.249408,11.068987,0.084974,-11.126644,10.966719,0.020275,-11.129561,11.179985,0.876039,-11.142592,11.188281,0.490611,-11.153127,11.197997,0.087174,-11.024790,11.104429,0.020164,-0.022532,-0.045803,-0.003563
-11.171681,11.118155,0.873850,-11.178207,11.120015,0.964448,-11.175501,11.115487,1.063351,-11.180593,11.116215,1.153650,-11.185417,11.116723,1.243863,-11.180631,11.110350,1.371900,-11.159915,11.091991,1.457223,-11.197895,11.088091,1.315033,-11.268311,10.972214,1.289684,-11.265608,10.954900,1.021350,-11.277493,10.911819,0.809611,-11.167605,11.138174,1.316393,-11.095601,11.253725,1.294222,-11.053052,11.260294,1.028787,-11.005559,11.273501,0.818075,-11.214091,11.056524,0.872433,-11.220280,11.053266,0.486759,-11.249168,11.068991,0.084412,-11.126552,10.966724,0.019432,-11.129323,11.179801,0.875984,-11.142509,11.188075,0.490557,-11.152941,11.198213,0.087125,-11.024601,11.104635,0.020135,-0.020926,-0.045839,-0.004056
-11.171410,11.117956,0.873545,-11.178146,11.119584,0.964131,-11.175521,11.114941,1.063032,-11.180632,11.115613,1.153329,-11.185418,11.116123,1.243545,-11.180515,11.109817,1.371581,-11.159724,11.091490,1.456892,-11.197783,11.087519,1.314798,-11.268155,10.971575,1.289630,-11.265239,10.954200,1.021303,-11.276606,10.911108,0.809537,-11.167511,11.137616,1.316105,-11.095594,11.253239,1.294019,-11.053404,11.259333,1.028515,-11.005830,11.271418,0.817751,-11.213790,11.056309,0.871874,-11.220017,11.053308,0.486198,-11.248928,11.068995,0.083849,-11.126460,10.966729,0.018589,-11.129085,11.179617,0.875929,-11.142427,11.187869,0.490503,-11.152755,11.198428,0.087076,-11.024412,11.104840,0.020106,-0.019319,-0.045874,-0.004549
-11.171136,11.117722,0.873310,-11.178056,11.119150,0.963887,-11.175500,11.114404,1.062784,-11.180624,11.115025,1.153082,-11.185374,11.115530,1.243299,-11.180363,11.109272,1.371333,-11.159501,11.090969,1.456633,-11.197644,11.086946,1.314605,-11.267959,10.970934,1.289590,-11.264772,10.953536,1.021268,-11.275435,10.910438,0.809468,-11.167389,11.137056,1.315870,-11.095556,11.252746,1.293860,-11.053630,11.258328,1.028302,-11.005923,11.269121,0.817499,-11.213486,11.056059,0.871421,-11.219751,11.053309,0.485744,-11.248730,11.069006,0.083401,-11.126388,10.966735,0.017912,-11.128842,11.179396,0.875911,-11.142348,11.187648,0.490488,-11.152619,11.198582,0.087067,-11.024273,11.104992,0.020104,-0.017599,-0.046082,-0.004716
-11.170866,11.117439,0.873187,-11.177934,11.118718,0.963755,-11.175428,11.113888,1.062650,-11.180558,11.114462,1.152947,-11.185269,11.114952,1.243166,-11.180155,11.108710,1.371198,-11.159228,11.090421,1.456484,-11.197470,11.086374,1.314478,-11.267706,10.970293,1.289567,-11.264161,10.952926,1.021248,-11.273857,10.909816,0.809405,-11.167233,11.136497,1.315713,-11.095482,11.252250,1.293765,-11.053665,11.257247,1.028179,-11.005756,11.266501,0.817350,-11.213189,11.055762,0.871132,-11.219482,11.053263,0.485455,-11.248598,11.069034,0.083127,-11.126347,10.966744,0.017497,-11.128601,11.179125,0.875955,-11.142286,11.187403,0.490538,-11.152569,11.198633,0.087123,-11.024220,11.105051,0.020154,-0.015672,-0.046593,-0.004311
-11.170593,11.117119,0.873136,-11.177782,11.118282,0.963696,-11.175315,11.113383,1.062588,-11.180444,11.113912,1.152885,-11.185119,11.114380,1.243107,-11.179912,11.108137,1.371134,-11.158924,11.089854,1.456407,-11.197270,11.085801,1.314393,-11.267415,10.969649,1.289558,-11.263452,10.952353,1.021240,-11.271994,10.909234,0.809347,-11.167050,11.135934,1.315608,-11.095378,11.251746,1.293715,-11.053574,11.256122,1.028116,-11.005410,11.263666,0.817274,-11.212890,11.055430,0.870949,-11.219210,11.053177,0.485275,-11.248507,11.069070,0.082967,-11.126325,10.966755,0.017248,-11.128356,11.178818,0.876036,-11.142228,11.187144,0.490626,-11.152568,11.198621,0.087219,-11.024217,11.105056,0.020232,-0.013632,-0.047278,-0.003580
-11.170290,11.116763,0.873104,-11.177578,11.117827,0.963657,-11.175144,11.112866,1.062547,-11.180277,11.113355,1.152844,-11.184927,11.113800,1.243067,-11.179651,11.107548,1.371091,-11.158615,11.089270,1.456353,-11.197039,11.085215,1.314331,-11.267096,10.968996,1.289561,-11.262672,10.951794,1.021243,-11.269930,10.908708,0.809297,-11.166833,11.135357,1.315534,-11.095227,11.251219,1.293693,-11.053426,11.255000,1.028083,-11.004957,11.260729,0.817256,-11.212560,11.055060,0.870808,-11.218932,11.053041,0.485135,-11.248425,11.069101,0.082852,-11.126307,10.966764,0.017047,-11.128080,11.178476,0.876115,-11.142134,11.186878,0.490711,-11.152555,11.198608,0.087313,-11.024203,11.105072,0.020287,-0.011645,-0.047921,-0.002942
-11.169945,11.116372,0.873075,-11.177309,11.117353,0.963623,-11.174908,11.112337,1.062511,-11.180053,11.112789,1.152808,-11.184696,11.113212,1.243031,-11.179391,11.106945,1.371053,-11.158325,11.088669,1.456309,-11.196782,11.084615,1.314286,-11.266759,10.968335,1.289574,-11.261824,10.951246,1.021259,-11.267666,10.908249,0.809252,-11.166588,11.134763,1.315488,-11.095031,11.250666,1.293698,-11.053253,11.253887,1.028077,-11.004417,11.257695,0.817293,-11.212186,11.054652,0.870690,-11.218654,11.052853,0.485020,-11.248345,11.069124,0.082761,-11.126287,10.966772,0.016871,-11.127766,11.178101,0.876175,-11.141982,11.186635,0.490779,-11.152496,11.198617,0.087389,-11.024151,11.105110,0.020308,-0.009798,-0.048518,-0.002580
-11.169570,11.115945,0.873066,-11.176986,11.116858,0.963610,-11.174613,11.111798,1.062496,-11.179775,11.112215,1.152792,-11.184424,11.112615,1.243015,-11.179114,11.106328,1.371036,-11.158031,11.088052,1.456288,-11.196495,11.084001,1.314263,-11.266394,10.967664,1.289599,-11.260907,10.950713,1.021286,-11.265200,10.907847,0.809214,-11.166309,11.134154,1.315473,-11.094789,11.250089,1.293731,-11.053023,11.252778,1.028103,-11.003768,11.254560,0.817387,-11.211780,11.054206,0.870615,-11.218371,11.052615,0.484947,-11.248275,11.069142,0.082715,-11.126271,10.966778,0.016743,-11.127421,11.177691,0.876232,-11.141794,11.186385,0.490844,-11.152425,11.198624,0.087464,-11.024088,11.105159,0.020308,-0.008005,-0.049074,-0.002312
-11.169174,11.115474,0.873073,-11.176625,11.116328,0.963615,-11.174271,11.111228,1.062500,-11.179444,11.111616,1.152796,-11.184097,11.111994,1.243018,-11.178786,11.105689,1.371038,-11.157695,11.087415,1.456288,-11.196156,11.083362,1.314254,-11.265990,10.966977,1.289635,-11.259939,10.950193,1.021323,-11.262604,10.907479,0.809194,-11.165975,11.133519,1.315472,-11.094481,11.249478,1.293778,-11.052711,11.251699,1.028146,-11.003023,11.251422,0.817525,-11.211358,11.053720,0.870568,-11.218059,11.052330,0.484903,-11.248196,11.069144,0.082701,-11.126262,10.966776,0.016605,-11.127051,11.177236,0.876293,-11.141597,11.186053,0.490915,-11.152378,11.198614,0.087548,-11.024034,11.105247,0.020271,-0.006175,-0.049389,-0.002003
