Time,Event Code,Written,Shown,Match
25.232245445251465,1,,,True
27.667638063430786,5,verde,green
30.179824590682983,5,azul,blue
32.676578521728516,5,naranja,darkorange
35.17845869064331,5,naranja,darkorange
37.667685747146606,5,rojo,red
40.18637990951538,5,amarillo,yellow
42.673245906829834,5,amarillo,yellow
45.178762912750244,5,verde,green
47.679826974868774,5,amarillo,yellow
50.17501735687256,5,azul,blue
52.67856550216675,5,naranja,darkorange
55.17407774925232,5,rosa,pink
57.676838397979736,5,rosa,pink
60.167760133743286,5,verde,green
62.669371128082275,5,naranja,darkorange
65.1709496974945,5,rojo,red
67.67277836799622,5,naranja,darkorange
70.1734209060669,5,verde,green
72.6644835472107,5,azul,blue
75.17182898521423,5,azul,blue
77.67482304573059,5,amarillo,yellow
80.19090628623962,5,amarillo,yellow
82.68162822723389,5,verde,green
85.17980980873108,5,azul,blue
87.669837474823,5,rojo,red
89.83477735519409,2
99.01615166664124,1,,,False
101.6504693031311,5,amarillo,green
104.17949509620667,5,naranja,yellow
106.67213678359985,5,rosa,green
109.17560505867004,5,amarillo,darkorange
111.67682766914368,5,rosa,blue
114.17862725257874,5,verde,pink
116.68118834495544,5,verde,darkorange
119.17855930328369,5,verde,red
121.66131806373596,5,amarillo,green
124.17319560050964,5,rosa,darkorange
126.67402267456055,5,rosa,pink
129.18702054023743,5,rosa,blue
131.6758210659027,5,verde,pink
134.17778134346008,5,rojo,yellow
136.68018674850464,5,rojo,darkorange
139.18453001976013,5,naranja,darkorange
141.68138432502747,5,rojo,blue
144.1818904876709,5,rojo,green
146.6742124557495,5,naranja,red
149.18037676811218,5,rosa,pink
151.67638206481934,5,amarillo,yellow
154.172203540802,5,rosa,yellow
156.6791112422943,5,azul,darkorange
159.1698455810547,5,rosa,darkorange
161.68339562416077,5,naranja,green
163.8391501903534,2
