Time,Event Code,Written,Shown,Match
8.1136794090271,1,,,True
10.469905138015747,5,naranja,darkorange
12.896857261657715,5,rosa,pink
15.42361330986023,5,amarillo,yellow
17.896366119384766,5,azul,blue
20.390783309936523,5,rosa,pink
22.902732372283936,5,verde,green
25.396119594573975,5,rosa,pink
27.89400339126587,5,azul,blue
30.41633105278015,5,naranja,darkorange
32.903770208358765,5,verde,green
35.3940749168396,5,verde,green
37.902153968811035,5,amarillo,yellow
40.42284107208252,5,verde,green
42.890897035598755,5,rojo,red
45.39114475250244,5,rosa,pink
47.89541268348694,5,rosa,pink
50.39115786552429,5,verde,green
52.89354205131531,5,rojo,red
55.392029762268066,5,rojo,red
57.88938927650452,5,azul,blue
60.390363693237305,5,amarillo,yellow
62.89367866516113,5,amarillo,yellow
65.41729402542114,5,azul,blue
67.89610505104065,5,rosa,pink
70.39944052696228,5,verde,green
72.52719449996948,2
84.32258772850037,1,,,False
86.90282487869263,5,verde,pink
89.39385867118835,5,amarillo,red
91.89689826965332,5,naranja,yellow
94.42445302009583,5,rojo,yellow
96.8926990032196,5,amarillo,darkorange
99.40169262886047,5,rojo,red
101.89459300041199,5,naranja,red
104.39275979995728,5,verde,pink
106.8913357257843,5,azul,pink
109.39845609664917,5,verde,blue
111.89613175392151,5,naranja,darkorange
114.39739298820496,5,amarillo,yellow
116.90039134025574,5,azul,red
119.39637351036072,5,azul,darkorange
121.90343832969666,5,amarillo,yellow
124.39400434494019,5,naranja,yellow
126.89498901367188,5,rojo,green
129.39339327812195,5,rojo,blue
131.9053099155426,5,rosa,pink
134.39313530921936,5,amarillo,darkorange
136.89327716827393,5,rojo,darkorange
139.4017243385315,5,verde,red
141.89233350753784,5,azul,yellow
144.39327096939087,5,rosa,red
146.89485692977905,5,verde,darkorange
149.02889490127563,2
