Time,Event Code,Written,Shown,Match
8.602887392044067,1,,,True
11.129951238632202,5,amarillo,yellow
13.655007600784302,5,azul,blue
16.14869737625122,5,rojo,red
18.646820783615112,5,naranja,darkorange
21.151184797286987,5,naranja,darkorange
23.63259267807007,5,azul,blue
26.147016763687134,5,amarillo,yellow
28.637971878051758,5,rosa,pink
31.144517421722412,5,verde,green
33.64610552787781,5,rojo,red
36.13587164878845,5,verde,green
38.633570194244385,5,amarillo,yellow
41.13820147514343,5,rosa,pink
43.64186954498291,5,azul,blue
46.14366698265076,5,naranja,darkorange
48.6396062374115,5,naranja,darkorange
51.140864849090576,5,naranja,darkorange
53.633628606796265,5,naranja,darkorange
56.13283586502075,5,naranja,darkorange
58.643271684646606,5,rosa,pink
61.15917706489563,5,naranja,darkorange
63.64793658256531,5,rojo,red
66.1553909778595,5,rosa,pink
68.64306259155273,5,naranja,darkorange
71.15295314788818,5,verde,green
73.34005045890808,2
82.64955425262451,1,,,False
85.1437783241272,5,rosa,pink
87.64351344108582,5,azul,green
90.14695596694946,5,azul,red
92.64195609092712,5,azul,darkorange
95.14521932601929,5,rosa,darkorange
97.63314318656921,5,naranja,blue
100.14195394515991,5,naranja,blue
102.63759922981262,5,naranja,darkorange
105.15044665336609,5,azul,yellow
107.63813710212708,5,rosa,green
110.14936780929565,5,rojo,pink
112.64268779754639,5,verde,darkorange
115.15662097930908,5,verde,darkorange
117.64836287498474,5,verde,pink
120.14893054962158,5,azul,red
122.64416003227234,5,azul,green
125.15685606002808,5,rosa,red
127.63532018661499,5,naranja,darkorange
130.15537643432617,5,naranja,yellow
132.6267032623291,5,verde,darkorange
135.1525330543518,5,amarillo,red
137.6455202102661,5,naranja,darkorange
140.14162826538086,5,amarillo,blue
142.62724947929382,5,rojo,pink
145.1587314605713,5,rosa,blue
147.28192472457886,2
